3M France,Infirmier,BAZIRE MARIE LAURE,20/06/2014,REPAS,€26,,
HEMOTECH,Médecin,AMARIA RACHID,04/04/2014,REPAS,€30,,
HEMOTECH,Médecin,AMARIA RACHID,10/06/2014,REPAS,€50,,
HEMOTECH,Médecin,BARBIER STEPHANE,04/04/2014,REPAS,€30,,
HEMOTECH,Médecin,GEFFROY SYLVIE,04/04/2014,REPAS,€30,,
HEMOTECH,Médecin,MARTIN STEPHANE,04/04/2014,REPAS,€35,,
HEMOTECH,Médecin,MARTIN STEPHANE,04/04/2014,REPAS,€30,,
HEMOTECH,Pharmacien,BERTHIER AMANDINE,04/04/2014,REPAS,€30,,
horus pharma,Médecin,GUICHEBARON JY. Jean yves,06/02/2014,Repas,€55,,
ICOMED,Chirurgien-dentiste,BERGER KARINE,15/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,BURDAIRON MARIE ELISABETH,09/07/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,MARCHAND MATHIEU,05/06/2014,Autre: [Enquête],€11,,
ICOMED,Médecin,ABEHSERRA JACQUES,03/06/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,ALLOUC HERVE,09/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,AMARIA RACHID,23/04/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,BAXS GUILLAUME,07/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,BIZET MATHIAS VALERIE,14/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,BIZET MATHIAS VALERIE,02/05/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,BLANCHARD BENOIT,13/03/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,BLANCHARD BENOIT,25/03/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,CASAUX GUILLAUME,12/03/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,CASAUX GUILLAUME,24/02/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,CAUJOLLE BERNARD,16/06/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,CAUJOLLE BERNARD,02/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CHALUMEAU MAXIME,27/03/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,CHALUMEAU MAXIME,12/03/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,CLERGUE PIERRE YVES,20/05/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,CLERGUE PIERRE YVES,06/06/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DEBEAUMONT BERNARD,05/07/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,DUFOUR CHRISTINE,10/12/2013,Autre: [Enquête],€15,,
ICOMED,Médecin,DUFOUR CHRISTINE,12/02/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,DUMONT XAVIER,28/05/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,DUMOUCHEL TESTAERT VERONIQUE,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DUMOUCHEL TESTAERT VERONIQUE,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,FIRMIN PHILIPPE,20/12/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,FIRMIN LEFEBVRE DELPHINE,11/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GAILLARD ROMAIN,28/05/2013,Autre: [Enquête],€15,,
ICOMED,Médecin,GODET ALAIN,10/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,GODET ALAIN,01/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GUICHEBARON JEAN YVES,13/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HAZARD J JACQUES,21/03/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,IVANOVIC ALEKSANDAR,30/04/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,IVANOVIC ALEKSANDAR,23/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,JARDIN PINAUD PASCALE,03/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,JEAN EMMANUEL,17/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,KADRI MUSTAPHA,20/01/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,KADRI MUSTAPHA,26/02/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,LANSE XAVIER,29/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LAPORTE FRANCOIS XAVIER,07/02/2014,Autre: [Enquête],€22,,
ICOMED,Médecin,LAPORTE FRANCOIS XAVIER,11/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LEDAMOISEL LIONEL,20/02/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,LE GUILLOU CLAUDE,24/05/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,LEMERCIER MATHIEU,13/03/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,LEMERCIER MATHIEU,13/03/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,LE METEIL FRANCOIS,31/03/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,LE METEIL FRANCOIS,21/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LEQUOY BERTRAND,13/03/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,LESAULT PIERRE FRANCOIS,06/05/2014,Autre: [Enquête],€22,,
ICOMED,Médecin,LESAULT PIERRE FRANCOIS,23/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LIMARE JEAN MARC,26/02/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,MATRON PHILIPPE,20/06/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,MICELI FABRICE,09/05/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,MICELI FABRICE,24/05/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,MINGAM STEPHANE,07/01/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,MINGAM STEPHANE,17/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,MOUHANNA GHASSAN,21/01/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,PANTIN JEAN JACQUES,08/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PAOLI VERONIQUE,13/02/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,PIERRARD GUILLAUME,05/07/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,PIERRARD GUILLAUME,23/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,SOLOMITA ANTONIO,02/06/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,SOLOMITA ANTONIO,05/07/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,TASSERY FRANCOIS,26/02/2014,Autre: [Enquête],€22,,
ICOMED,Médecin,TASSERY FRANCOIS,01/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,TASSERY SYLVIE,02/05/2013,Autre: [Enquête],€30,,
InterMune France SAS,Médecin,DUHAMEL J PAUL,20/09/2013,REPAS,€72,,
IPSEN PHARMA,Médecin,MAILLARD LAURA,14/11/2013,REPAS,€21,,
IPSEN PHARMA,Médecin,PAVLOVITCH JEAN MARC,03/03/2014,REPAS,€24,,
JANSSEN-CILAG,Infirmier,CORREOC MARION,04/04/2013,REPAS,€25,,
JANSSEN-CILAG,Infirmier,DEMIER SOPHIE,04/04/2013,REPAS,€25,,
JANSSEN-CILAG,Infirmier,MEREL ALEXANDRA,04/04/2013,REPAS,€25,,
JANSSEN-CILAG,Médecin,ALLOUC HERVE,03/07/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,ALLOUC HERVE,13/02/2014,REPAS,€60,,
JANSSEN-CILAG,Médecin,ALLOUC HERVE,10/04/2014,REPAS,€60,,
JANSSEN-CILAG,Médecin,ALLOUC HERVE,18/03/2013,REPAS,€30,,
JANSSEN-CILAG,Médecin,ALLOUC HERVE,03/06/2013,REPAS,€28,,
JANSSEN-CILAG,Médecin,ALLOUC HERVE,28/03/2013,REPAS,€53,,
JANSSEN-CILAG,Médecin,ANTIPHON PATRICK,03/06/2013,REPAS,€28,,
JANSSEN-CILAG,Médecin,CAUJOLLE BERNARD,24/03/2013,INSCRIPTION,€460,,
JANSSEN-CILAG,Médecin,CAUJOLLE BERNARD,24/03/2013,HEBERGEMENT,€460,,
JANSSEN-CILAG,Médecin,CAUJOLLE BERNARD,29/04/2013,AUTRE : REMBOURSEMENT DE FRAIS,€360,,
JANSSEN-CILAG,Médecin,DEGRE FRANCOIS,24/09/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,DE VANSSAY DE BLAVOUS PHILIPPE,18/11/2013,REPAS,€40,,
JANSSEN-CILAG,Médecin,DE VANSSAY DE BLAVOUS PHILIPPE,03/06/2013,REPAS,€28,,
JANSSEN-CILAG,Médecin,GODET ALAIN,19/04/2013,REPAS,€40,,
JANSSEN-CILAG,Médecin,GODET ALAIN,24/09/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,MARRE DIDIER,24/09/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,MORAN ANGEL,10/04/2014,REPAS,€60,,
JANSSEN-CILAG,Médecin,MORAN ANGEL,18/03/2013,REPAS,€30,,
JANSSEN-CILAG,Médecin,MORAN ANGEL,04/04/2013,REPAS,€25,,
JANSSEN-CILAG,Médecin,MORAN ANGEL,16/09/2013,REPAS,€30,,
JANSSEN-CILAG,Médecin,MORAN ANGEL,03/07/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,PANTIN JEAN JACQUES,24/09/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,PAVLOVITCH JEAN MARC,12/10/2013,TRANSPORT,€271,,
JANSSEN-CILAG,Médecin,PAVLOVITCH JEAN MARC,10/04/2014,REPAS,€60,,
JANSSEN-CILAG,Médecin,PAVLOVITCH JEAN MARC,12/10/2013,HEBERGEMENT,€512,,
JANSSEN-CILAG,Médecin,PAVLOVITCH JEAN MARC,12/10/2013,REPAS,€292,,
JANSSEN-CILAG,Médecin,PAVLOVITCH JEAN MARC,04/04/2013,REPAS,€25,,
JANSSEN-CILAG,Médecin,PAVLOVITCH JEAN MARC,12/10/2013,AUTRE : REMBOURSEMENT DE FRAIS,€41,,
JANSSEN-CILAG,Médecin,PAVLOVITCH JEAN MARC,03/07/2013,REPAS,€60,,
JANSSEN-CILAG,Médecin,PAVLOVITCH JEAN MARC,12/10/2013,INSCRIPTION,€598,,
JANSSEN-CILAG,Médecin,RALISOA BEN,04/04/2013,REPAS,€25,,
JANSSEN-CILAG,Médecin,VERDIER TRESCOL CLAIRE,27/09/2013,REPAS,€28,,
JANSSEN-CILAG,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DEBRIS KARINE,04/04/2013,REPAS,€25,,
Julius Zorn GmbH,Masseur-kinésithérapeute,MERCIER Christian,26/09/2013,forfait avion+2 nuits hôtel+ 4 repas,€689,,
laboratoire BAUSCH&LOMB,Médecin,GUICHEBARON JEAN YVES,20/11/2013,REPAS,€50,,
LABORATOIRE DENSMORE,Médecin,GUICHEBARON Jean-Yves,26/09/2013,FMC DENSMORE,€72,,
LABORATOIRE DES GRANIONS,Pharmacien,BOURDAIS Valérie,30/01/2014,REPAS,€13,,
LABORATOIRE DES GRANIONS,Pharmacien,BRUN Serge,30/01/2014,REPAS,€13,,
LABORATOIRE DES GRANIONS,Pharmacien,LEROUGE Marjolaine,30/01/2014,REPAS,€13,,
LABORATOIRE DES GRANIONS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LAMBART Caroline,30/01/2014,REPAS,€13,,
LABORATOIRE DES GRANIONS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LECOQ Christelle,30/01/2014,REPAS,€13,,
LABORATOIRE DES GRANIONS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LEVASSEUR Virginie,30/01/2014,REPAS,€13,,
LABORATOIRE GLAXOSMITHKLINE,Infirmier,DEMIER SOPHIE,27/01/2014,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Infirmier,HAUCHECORNE CELINE,27/01/2014,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Infirmier,MEREL ALEXANDRA,27/01/2014,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Infirmier,RAT EMILIE,27/01/2014,REPAS,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ABEHSERRA JACQUES,02/02/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ABEHSERRA JACQUES,11/10/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ABEHSERRA JACQUES,14/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ABEHSERRA JACQUES,23/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ABEHSERRA JACQUES,10/04/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AUBER JEAN-PIERRE,27/01/2012,Hospitalité,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BAXS GUILLAUME,08/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BAXS GUILLAUME,08/06/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BAXS GUILLAUME,24/05/2013,Hospitalite,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,21/09/2012,Hospitalité,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,21/03/2014,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,28/03/2014,REPAS,€43,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,25/10/2013,REPAS,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,23/03/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,23/05/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,27/01/2012,Hospitalité,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,30/11/2012,Hospitalité,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,08/06/2012,Hospitalité,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,28/05/2013,Hospitalite,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,24/05/2013,Hospitalite,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX DOMINIQUE,31/05/2013,Hospitalite,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX GUILLAUME,27/01/2012,Hospitalité,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX GUILLAUME,27/06/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX GUILLAUME,27/01/2012,Hospitalité,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX GUILLAUME,28/05/2013,Hospitalite,€47,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX GUILLAUME,23/05/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CASAUX IULIA,23/05/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CHAMAYOU JACQUES,24/05/2013,Hospitalite,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CRESPIN OLIVIER,12/03/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CRESPIN OLIVIER,13/11/2013,REPAS,€49,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,CRESPIN OLIVIER,17/09/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DEGRE FRANCOIS,17/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DEGRE FRANCOIS,05/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUFLOCQ THOMAS,21/12/2012,Hospitalité,€10,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUMONT XAVIER,11/10/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUMONT XAVIER,02/02/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUMONT XAVIER,10/04/2014,REPAS,€57,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUMONT XAVIER,23/05/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,DUMONT XAVIER,14/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIRMIN PHILIPPE,17/09/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIRMIN PHILIPPE,12/03/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIRMIN PHILIPPE,12/09/2012,Hospitalité,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,FIRMIN PHILIPPE,18/01/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,07/05/2013,Hospitalite,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,12/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,23/04/2013,Hospitalite,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,27/01/2012,Hospitalité,€48,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,12/06/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,24/01/2013,Hospitalite,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,30/01/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,07/05/2013,Hospitalite,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,23/04/2013,Hospitalite,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,04/04/2014,REPAS,€41,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,27/01/2012,Hospitalité,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,GODET ALAIN,29/11/2013,REPAS,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,HAUGUEL ALEXANDRE,24/05/2013,Hospitalite,€24,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JARDIN PINAUD PASCALE,16/10/2012,Hospitalité,€43,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JARDIN PINAUD PASCALE,12/09/2012,Hospitalité,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,JEAN EMMANUEL,24/05/2013,Hospitalite,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,KARADUMAN OKTAY,11/10/2013,REPAS,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,KARADUMAN OKTAY,04/04/2014,REPAS,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LANSE XAVIER,10/01/2012,Transport,€239,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LAPORTE FRANCOIS XAVIER,12/09/2012,Hospitalité,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LAPORTE FRANCOIS XAVIER,18/01/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LAPORTE FRANCOIS XAVIER,17/09/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LAPORTE FRANCOIS XAVIER,12/03/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARDANS FRANCOISE,05/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARDANS SANOGO FRANCOISE,26/11/2013,REPAS,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARDANS SANOGO FRANCOISE,12/09/2012,Hospitalité,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARDANS SANOGO FRANCOISE,11/09/2012,Hospitalité,€43,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LARDANS SANOGO FRANCOISE,01/04/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECLERCQ VERONIQUE,19/06/2013,Hospitalite,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECLERCQ VERONIQUE,16/02/2012,Hospitalité,€20,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECLERCQ VERONIQUE,26/11/2013,REPAS,€51,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECLERCQ VERONIQUE,22/10/2013,REPAS,€17,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECLERCQ VERONIQUE,04/09/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECLERCQ VERONIQUE,18/07/2013,REPAS,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECLERCQ VERONIQUE,26/09/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECLERCQ VERONIQUE,20/07/2012,Hospitalité,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LECOQUIERRE THIERRY,27/01/2012,Hospitalité,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,24/05/2013,Hospitalite,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,28/05/2013,Hospitalite,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,23/03/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,06/12/2013,REPAS,€29,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,28/03/2014,REPAS,€43,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,25/10/2013,REPAS,€54,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,15/10/2013,REPAS,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,23/03/2012,Hospitalité,€31,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,08/06/2012,Hospitalité,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,24/05/2013,Hospitalite,€39,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,05/06/2013,Hospitalite,€30,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,17/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,28/03/2014,REPAS,€43,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,23/05/2014,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,21/03/2014,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEDAMOISEL LIONEL,31/05/2013,Hospitalite,€34,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEFEBVRE BENJAMIN,11/10/2013,REPAS,€21,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEFEBVRE BENJAMIN,04/04/2014,REPAS,€41,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEFEBVRE BENJAMIN,09/04/2013,Hospitalite,€44,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEFEBVRE BENJAMIN,14/05/2014,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEGALLO CATHERINE,16/03/2012,Hospitalité,€50,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE GALLO CATHERINE,20/12/2013,REPAS,€36,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE GALLO CATHERINE,13/12/2012,Hospitalité,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE GALLO CATHERINE,05/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE GUILLOU CLAUDE,02/02/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE GUILLOU CLAUDE,14/11/2013,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LE GUILLOU CLAUDE,02/02/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEQUOY BERTRAND,17/09/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEQUOY BERTRAND,12/03/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEQUOY BERTRAND,20/06/2012,Hospitalité,€25,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEQUOY BERTRAND,18/01/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LEQUOY BERTRAND,12/06/2013,Hospitalite,€27,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LOUEDIN CATHERINE,01/04/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LOUEDIN CATHERINE,05/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LOUEDIN CATHERINE,06/12/2013,REPAS,€35,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LOUEDIN CATHERINE,16/03/2012,Hospitalité,€41,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LOUEDIN CATHERINE,06/07/2012,Hospitalité,€46,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,LOUEDIN CATHERINE,15/02/2013,Hospitalite,€42,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MAILLARD DOMINIQUE,05/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARCQ PATRICE,17/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARRE DIDIER,12/03/2014,REPAS,€52,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARRE DIDIER,17/09/2013,REPAS,€28,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARRE DIDIER,16/10/2012,Hospitalité,€43,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARRE DIDIER,18/01/2012,Hospitalité,€32,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MARRE DIDIER,12/09/2012,Hospitalité,€26,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MERRIEN JEAN FRANCOIS,18/02/2014,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MERRIEN JEAN FRANCOIS,17/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MERRIEN JEAN FRANCOIS,18/02/2014,REPAS,€53,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MERRIEN JEAN-FRANCOIS,05/04/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MIGNOL ERIC,07/12/2012,Transport,€181,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MIGNOL ERIC,07/12/2012,Hospitalité,€300,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,MINGAM STEPHANE,24/05/2013,Hospitalite,€24,,
