3M France,Chirurgien-dentiste,PONS MARC,09/10/2013,REPAS,€35,,
ETHICON,Médecin,JAMBOU STEPHANE,12/02/2014,REPAS,€58,,
ETHICON,Médecin,JAMBOU STEPHANE,06/12/2013,REPAS,€55,,
ETHICON,Médecin,JAMBOU STEPHANE,22/05/2014,REPAS,€56,,
ETHICON,Médecin,JAMBOU STEPHANE,05/12/2013,INSCRIPTION,€650,,
ETHICON,Médecin,JAMBOU STEPHANE,29/10/2013,REPAS,€47,,
ETHICON,Médecin,JAMBOU STEPHANE,17/10/2013,REPAS,€40,,
ETHICON,Médecin,JAMBOU STEPHANE,15/10/2013,REPAS,€32,,
ETHICON,Médecin,JAMBOU STEPHANE,05/11/2013,REPAS,€32,,
ETHICON,Médecin,JAMBOU STEPHANE,10/04/2014,REPAS,€21,,
ETHICON,Médecin,JAMBOU STEPHANE,24/06/2014,REPAS,€32,,
ETHICON,Médecin,JAMBOU STEPHANE,16/05/2014,REPAS,€29,,
ETHICON,Médecin,JAMBOU STEPHANE,01/10/2013,REPAS,€40,,
ETHICON,Médecin,JAMBOU STEPHANE,29/05/2013,REPAS,€45,,
ETHICON,Médecin,JAMBOU STEPHANE,06/05/2014,REPAS,€33,,
ETHICON,Médecin,JAMBOU STEPHANE,04/03/2014,REPAS,€35,,
ETHICON,Médecin,JAMBOU STEPHANE,06/06/2013,REPAS,€28,,
ETHICON,Médecin,JAMBOU STEPHANE,02/06/2014,REPAS,€60,,
ETHICON,Médecin,JAMBOU STEPHANE,05/12/2013,TRANSPORT,€236,,
ETHICON,Médecin,JAMBOU STEPHANE,15/11/2013,REPAS,€30,,
ETHICON,Médecin,JAMBOU STEPHANE,26/11/2013,REPAS,€33,,
ETHICON,Médecin,JAMBOU STEPHANE,03/12/2013,REPAS,€44,,
ETHICON,Médecin,JAMBOU STEPHANE,22/05/2014,REPAS,€56,,
ETHICON,Médecin,JAMBOU STEPHANE,03/03/2014,REPAS,€37,,
ETHICON,Médecin,JAMBOU STEPHANE,02/06/2014,REPAS,€60,,
ETHICON,Médecin,JAMBOU STEPHANE,06/05/2014,REPAS,€33,,
ETHICON,Médecin,JAMBOU STEPHANE,10/04/2014,REPAS,€21,,
ETHICON,Médecin,JAMBOU STEPHANE,20/06/2014,REPAS,€57,,
ETHICON,Médecin,JAMBOU STEPHANE,10/06/2014,REPAS,€37,,
ETHICON,Médecin,JAMBOU STEPHANE,06/03/2014,REPAS,€45,,
ETHICON,Médecin,JAMBOU STEPHANE,24/06/2014,REPAS,€32,,
ETHICON,Médecin,JAMBOU STEPHANE,16/05/2014,REPAS,€29,,
ETHICON,Médecin,JAMBOU STEPHANE,10/12/2013,REPAS,€20,,
ETHICON,Médecin,JAMBOU STEPHANE,04/03/2014,REPAS,€35,,
ETHICON,Médecin,JAMBOU STEPHANE,03/06/2014,REPAS,€44,,
ETHICON,Médecin,JAMBOU STEPHANE,31/05/2014,REPAS,€60,,
ETHICON,Médecin,JAMBOU STEPHANE,27/05/2014,REPAS,€27,,
ETHICON,Médecin,PREVOT NICOLAS,05/03/2014,REPAS,€20,,
ETHICON,Médecin,PREVOT NICOLAS,05/03/2014,REPAS,€20,,
ETHICON,Médecin,PREVOT NICOLAS,02/06/2014,REPAS,€60,,
ETHICON,Opticien-lunetier,LYS JEAN CLAUDE,19/07/2013,HOSPITALITE,€15,,
ETHICON,Opticien-lunetier,ROUSSEAU CAROLE,23/07/2013,HOSPITALITE,€34,,
EUROPHTA,Médecin,CAZANAVE HENRI,23/10/2013,REPAS,€55,,
EUROPHTA,Médecin,CAZANAVE HENRI,17/06/2014,REPAS,€55,,
EUROPHTA,Médecin,MALAVAL PHILIPPE,23/10/2013,REPAS,€55,,
EUROPHTA,Médecin,VIGNAUX LAMARQUE COLETTE,05/12/2013,REPAS,€55,,
EXACTECH FRANCE SAS,Médecin,CARLIER YACINE,18/09/2013,Transport,€299,,
FCI SAS,Médecin,CAZANAVE HENRI,20/05/2014,REPAS,€55,,
FERRING SAS,Médecin,KUNZELMANN VALERIE,20/01/2014,Repas,€23,,
FERRING SAS,Pharmacien,PREVOST AGNES,21/03/2014,Repas,€60,,
FH ORTHOPEDICS,Association professionnel de santé,GRECMIP,02/04/2014,Autre : [PARTENARIAT],"€10,000",,
FH ORTHOPEDICS,Médecin,BOUSQUET VINCENT,09/01/2012,Repas,€54,,
FH ORTHOPEDICS,Médecin,COLOMBET PHILIPPE,13/05/2013,Repas,€46,,
FH ORTHOPEDICS,Médecin,COLOMBET PHILIPPE,13/05/2013,Repas,€47,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,29/06/2012,autre:[INSCRIPTION],"€1,500",,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,10/12/2013,REPAS,€50,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,29/06/2012,HEBERGEMENT,"€1,000",,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,26/11/2012,TRANSPORT,€272,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,29/06/2012,Repas,€13,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,10/12/2013,REPAS,€50,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,29/06/2012,Repas,€42,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,01/07/2012,Repas,€25,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,02/07/2012,Repas,€29,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,01/07/2012,Repas,€28,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,09/07/2012,Transport,€140,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,02/08/2012,Repas,€50,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,26/11/2012,Transport,€26,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,29/06/2012,autre:[INSCRIPTION],"€1,500",,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,15/02/2014,TRANSPORT,€538,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,13/04/2013,Autre: [INSCRIPTION],€600,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,18/04/2013,Repas,€59,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,10/01/2014,REPAS,€36,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,17/09/2012,TRANSPORT,€317,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,12/04/2013,HEBERGEMENT,€200,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,12/04/2013,TRANSPORT,€382,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,22/11/2012,Repas,€50,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,03/09/2012,Repas,€37,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,17/09/2012,Transport,€189,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,15/02/2014,Autre :  [INSCRIPTION],€800,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,15/02/2014,TRANSPORT,€538,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,10/04/2014,Autre : [INSCRIPTION],€320,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,02/08/2012,Repas,€50,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,25/01/2013,Repas,€50,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,03/09/2012,Repas,€37,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,10/01/2014,REPAS,€36,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,01/07/2012,Repas,€28,,
FH ORTHOPEDICS,Médecin,CORDIER GUILLAUME,09/07/2012,Transport,€140,,
FH ORTHOPEDICS,Médecin,DE LAVIGNE CHRISTOPHE,29/06/2012,HEBERGEMENT,€400,,
FH ORTHOPEDICS,Médecin,DE LAVIGNE CHRISTOPHE,22/11/2012,Repas,€17,,
FH ORTHOPEDICS,Médecin,DE LAVIGNE CHRISTOPHE,27/06/2013,TRANSPORT,€529,,
FH ORTHOPEDICS,Médecin,DE LAVIGNE CHRISTOPHE,29/06/2012,TRANSPORT,€331,,
FH ORTHOPEDICS,Médecin,DE LAVIGNE CHRISTOPHE,03/09/2012,Repas,€37,,
FH ORTHOPEDICS,Médecin,DE LAVIGNE CHRISTOPHE,09/01/2012,Repas,€54,,
FH ORTHOPEDICS,Médecin,DE LAVIGNE CHRISTOPHE,22/11/2012,Repas,€50,,
FH ORTHOPEDICS,Médecin,DE LAVIGNE CHRISTOPHE,18/04/2013,Repas,€59,,
FH ORTHOPEDICS,Médecin,DE LAVIGNE CHRISTOPHE,25/01/2013,Repas,€50,,
FH ORTHOPEDICS,Médecin,GUILLO STEPHANE,25/01/2013,Repas,€50,,
FRESENIUS KABI FRANCE,Diététicien,CLAMENS CHRISTELLE,26/06/2014,AUTRE: EPU,€19,,
FUJIFILM Medical Systems France,Médecin,DANNOUX ISABELLE,19/10/2013,REPAS,€48,,
FUJIFILM Medical Systems France,Médecin,DUPUY JEAN PIERRE,19/10/2013,REPAS,€48,,
FUJIFILM Medical Systems France,Médecin,PESQUER LIONEL,30/07/2013,REPAS,€14,,
FUJIFILM Medical Systems France,Médecin,PESQUER LIONEL,03/09/2013,REPAS,€23,,
galderma international,Médecin,COLBERT LORRAINE,04/03/2014,Repas,€46,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,BONNET AGNES,30/01/2014,REPAS,€53,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,BONNET AGNES,14/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,DESCAMPS CHRISTINE,30/01/2014,REPAS,€53,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,DRAVIGNEY SAVARY JOELLE,30/01/2014,REPAS,€53,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,DRAVIGNEY SAVARY JOELLE,14/11/2013,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,GUILLOT MARTIN,11/09/2013,REPAS,€12,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,GUILLOT MARTIN,04/09/2013,REPAS,€25,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,LEGRAND PAPADOPOULOS CORINNE,09/01/2014,REPAS,€55,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,MAESTRATI BONNEFOY CATHERINE,30/01/2014,REPAS,€53,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,VEZON NICOLE,30/01/2014,REPAS,€53,,
GEDEON RICHTER France - Division Santé de la Femme,Médecin,VEZON NICOLE,05/06/2014,REPAS,€55,,
GE Medical Systems SCS,Médecin,COADOU CHRISTIAN,10/02/2014,REPAS PROFESSIONNEL,€28,,
GE Medical Systems SCS,Médecin,PESQUER LIONEL,26/09/2013,Hospitalité Congrès Symposium,€289,,
GE Medical Systems SCS,Médecin,PINAQUY JEAN BAPTISTE,26/11/2013,REPAS PROFESSIONNEL,€42,,
Genzyme,Médecin,MERLE FRANCIS,04/07/2013,"Hébergement, restauration, transport",€16,,
Genzyme,Médecin,RACINE JOSE MANUEL,04/07/2013,"Hébergement, restauration, transport",€16,,
Genzyme,Médecin,THORIBE BERTRAND,26/09/2013,Frais d'inscription à une réunion scientifique,€650,,
GIBAUD,Médecin,LABANERE CLAUDE,22/11/2013,Repas,€35,,
GIBAUD,Médecin,LUCERO AUDREY,22/11/2013,Repas,€35,,
GIBAUD,Médecin,MERLE FRANCIS,22/11/2013,Repas,€35,,
GIBAUD,Médecin,NGUON MONIKA,28/01/2014,REPAS,€20,,
GIBAUD,Médecin,RACINE JOSE-NOEL,22/11/2013,Repas,€35,,
GIBAUD,Pharmacien,CABOUT CATHERINE,05/12/2013,Repas,€30,,
GIBAUD,Pharmacien,LACHEZE SOPHIE,28/01/2014,REPAS,€20,,
GIBAUD,Pharmacien,Paquier Catherine,09/04/2014,Repas,€28,,
GIBAUD,Pharmacien,VERDIER FRANCIS,05/12/2013,Repas,€30,,
GILEAD SCIENCES,Médecin,BROCARD HUBERT,03/12/2013,REPAS,€54,,
GLOBAL D,Chirurgien-dentiste,ELAZEM NICOLAS,18/03/2014,REPAS,€40,,
GLOBAL D,Chirurgien-dentiste,MARGUET CAROLINE CLAIRE,01/03/2013,REPAS,€22,,
GUERBET France,Médecin,DURIEUX MURIEL,28/11/2013,TRANSPORT,€200,,
GUERBET France,Médecin,DURIEUX MURIEL,28/11/2013,AUTRE : PACKAGE,"€2,740",,
GUERBET France,Médecin,DURIEUX MURIEL,28/11/2013,AUTRE : ASSURANCE,€10,,
GUERBET France,Médecin,MEYER PHILIPPE,16/10/2013,REPAS,€30,,
GUERBET France,Médecin,MOINARD MARYSE,16/10/2013,REPAS,€30,,
GUERBET France,Médecin,MOREAU MURIEL,16/10/2013,REPAS,€29,,
GUERBET France,Médecin,MOREAU-DURIEUX MARIE-HELENE,23/07/2013,REPAS,€15,,
GUERBET France,Médecin,PELE ERIC,14/10/2013,REPAS,€19,,
GUERBET France,Médecin,PESQUER LIONEL,16/10/2013,REPAS,€30,,
GUERBET France,Médecin,POUSSANGE NICOLAS,23/07/2013,REPAS,€15,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,BIAU PEYRET,20/06/2014,HEBERGEMENT,€85,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,CARBALLO THOMAS,07/11/2013,REPAS,€22,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,CAULE VIVIEN,27/11/2013,REPAS,€66,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,CLASTRE LEVERRIERE EVE MARIE,20/06/2014,HEBERGEMENT,€85,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,DUCASSE PHILIPPE,20/06/2014,HEBERGEMENT,€85,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,GIPS DENTAL RAFE,20/06/2014,REPAS,€13,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,GREMONT VERDIER PERRINE,07/11/2013,REPAS,€22,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,PONS MARC,20/06/2014,HEBERGEMENT,€85,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,PONS MARC,05/12/2013,REPAS,€45,,
HENRY SCHEIN FRANCE SCA,Chirurgien-dentiste,ROUX SYLVIE,20/06/2014,HEBERGEMENT,€85,,
horus pharma,Médecin,CIPRIANO GERARD,19/06/2014,Repas,€55,,
horus pharma,Médecin,MARINKEVA Emiliya,05/06/2014,Repas,€55,,
horus pharma,Médecin,PON A. Alain,09/10/2013,Repas,€54,,
ICOMED,Chirurgien-dentiste,BEBY MARIE CHRISTINE,12/06/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,BERNARD EMMANUEL,07/05/2014,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,BIAU PEYRET DANIEL,11/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,COTTART ANNE LAURE,05/06/2014,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,DUGRAND CORINNE,23/04/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,GREMONT PERRINE,06/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,GUERIN PIERRE,09/07/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,LAFOURCADE CHRISTIAN,23/04/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,LE FOLL CHRYSTELLE,21/05/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,LEMARDELEY ALAIN,09/07/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,LEMARDELEY ALAIN,09/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,MONBRUN LAURE,16/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,ROSSIGNOL FAIHY AGNES,09/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,ROSSIGNOL FAIHY AGNES,08/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,RUCHETON DESSALLE CHRISTINE,06/05/2014,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,RUIZ PACHERA SYLVIE,16/04/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,SABATTIE ROUSSILLON JOCELYNE,17/04/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,VACHEY SYLVIE,06/05/2014,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,VACHEY SYLVIE,08/04/2013,Autre: [Enquête],€14,,
ICOMED,Médecin,ABADIE PIERRE,24/06/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,AGUERRE BOSSEBOEUF JEANNETTE,06/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,ANTONIAZZI ERIC,17/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ANTONIAZZI ERIC,10/12/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,BALLANGER DESOLNEUX FABIENNE,06/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BAROUK PIERRE,28/05/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,BAUDOT CHRISTOPHE,24/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,BAUDOT CHRISTOPHE,06/03/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,BERGES DOMINIQUE,21/05/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,BERTHELOT CALMELS VALERIE,11/12/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,BLANCHEZ PLA ANNIE,16/10/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,BONNATERRE CELINE,19/02/2013,Autre: [Enquête],€20,,
ICOMED,Médecin,BONNET JEAN PHILIPPE,05/02/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,BONNET JEAN PHILIPPE,28/11/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,BOSSEBOEUF PHILIPPE,23/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,BOURGES DUHAMEL MONIQUE,21/01/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,BOURGES DUHAMEL MONIQUE,01/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BOUSQUET VINCENT,29/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,BRUN JACQUES,27/09/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,CARLIER YACINE,27/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,CARLIER YACINE,29/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,CAZANAVE HENRI,13/05/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,CHUNG CHIN CHOW EDOUARD,14/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,CINA GERARD,10/06/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,CIPRIANO GERARD,15/04/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,CIPRIANO GERARD,29/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,CLEMENT DANIELLE,28/05/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,COCHET CHANTAL,03/04/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,COCHET CHANTAL,30/05/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,COCHET CHANTAL,23/01/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,COLBERT LORRAINE,04/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,COLBERT LORRAINE,06/03/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,CORDIER GUILLAUME,14/06/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,CORDIER GUILLAUME,27/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,DEBAS CATHERINE,02/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DELMEULE THIERRY,27/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DRAVIGNEY SAVARY JOELLE,29/01/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,DRAVIGNEY SAVARY JOELLE,05/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,DRILLAUD DENIS,06/01/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,DRILLAUD DENIS,11/01/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,DUBOURG HERVE,06/02/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,DUMOULIN RICHEZ CHANTAL,15/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DUMOULIN RICHEZ CHANTAL,09/05/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,FABERES GILLES,24/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,FAYAT JEAN CLAUDE,27/11/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,FAYAT JEAN CLAUDE,22/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,FERRARIS DAVID,13/02/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,FERRARIS DAVID,25/01/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,FLURIN PIERRE HENRI,27/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,GAVOUT PHILIPPE,20/12/2013,Autre: [Enquête],€28,,
ICOMED,Médecin,GIAUQUE ERIC,18/06/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,GIAUQUE ERIC,19/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GIGANDET TAMARELLE CATHERINE,22/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GIGANDET TAMARELLE CATHERINE,22/05/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,GRINFEDER VERONIQUE,05/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,GRINFEDER VERONIQUE,07/01/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,GUERIN PATRICK,25/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,GUILLOT MURIEL,22/05/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,HAMMOUD JAMAL,02/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HAMMOUD JAMAL,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,HUI BON HOA HUBERT,22/05/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LABANERE CLAUDE,27/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LABANERE CLAUDE,23/01/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,LANTA J LOUIS,20/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LARRAN MOULIES MICHELE,21/03/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,LARRAN MOULIES MICHELE,21/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LAVEAU JACQUES,27/11/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,LAVEAU JACQUES,11/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LECOCQ LAURENT,21/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,LEFEVRE GERALD,05/12/2013,Autre: [Enquête],€31,,
ICOMED,Médecin,LEFEVRE GERALD,07/01/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,LEGAILLARD ELISABETH,07/08/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,LENAIN GILLES,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LENAIN GILLES,27/11/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,LOVATO BERTRAND,14/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LUCERO AUDREY,12/03/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,LUCERO AUDREY,24/03/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,MAESTRATI BONNEFOY CATHERINE,06/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARINKEVA EMILIYA,23/04/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARRAUD DES GROTTES BENOIT,06/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARRAUD DES GROTTES BENOIT,07/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARRAUD DES GROTTES BENOIT,06/02/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,MAURICE JACQUES,11/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MERLE FRANCIS,12/03/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,MERLE FRANCIS,12/03/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,MURAT ROBERTE,06/12/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,MURAT ROBERTE,26/02/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,NAVARRANNE ROUMEC ANNE,06/02/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,NGUON MONIKA,23/06/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,NGUON MONIKA,28/05/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,PEDRAM MORAD,23/06/2014,Autre: [Enquête],€16,,
ICOMED,Médecin,PUJOL NOZERES STEPHANIE,06/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,REMY VINCENT,05/06/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,RIGAL EMILIE,12/09/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SAMIER ANTOINE,26/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SASSOUST MIREN,12/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SENEGAS MARIE ISABELLE,22/10/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,TREBESSES JEAN MICHEL,06/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,VEZON NICOLE,11/03/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,VEZON NICOLE,06/03/2014,Autre: [Enquête],€27,,
ICOMED,Pharmacien,BOULAY FREDERIQUE,23/04/2013,Autre: [Enquête],€19,,
ICOMED,Pharmacien,SZTARK MARIE SOPHIE,03/06/2014,Autre: [Enquête],€27,,
IPSEN PHARMA,Médecin,HAMMOUD JAMAL,05/12/2013,REPAS,€36,,
IPSEN PHARMA,Médecin,HAMMOUD JAMAL,16/10/2013,REPAS,€55,,
IPSEN PHARMA,Médecin,HAMMOUD JAMAL,05/12/2013,REPAS,€36,,
IPSEN PHARMA,Médecin,HAMMOUD JAMAL,16/10/2013,REPAS,€55,,
IPSEN PHARMA,Pharmacien,BENARD HELENE,06/05/2014,REPAS,€60,,
IPSEN PHARMA,Pharmacien,BENARD HELENE,05/12/2013,REPAS,€36,,
IPSEN PHARMA,Pharmacien,BENARD PATRICK,06/05/2014,REPAS,€60,,
Ivoclar Vivadent SAS,Chirurgien-dentiste,GREMONT PERRINE,29/08/2012,REPAS,€32,,
JANSSEN-CILAG,Infirmier,BOIGONTIER BEATRICE,01/04/2014,REPAS,€20,,
JANSSEN-CILAG,Infirmier,COMBET SOPHIE,01/04/2014,REPAS,€20,,
JANSSEN-CILAG,Infirmier,DEPARIS CHRISTOPHE,01/04/2014,REPAS,€20,,
JANSSEN-CILAG,Infirmier,GERBAT MARIE HELENE,25/04/2014,REPAS,€50,,
JANSSEN-CILAG,Infirmier,GERBAT MARIE HELENE,01/04/2014,REPAS,€20,,
JANSSEN-CILAG,Infirmier,MANSENCOL PASCAL,01/04/2014,REPAS,€20,,
JANSSEN-CILAG,Infirmier,VERDIER JEROME,01/04/2014,REPAS,€20,,
