AbbVie,Infirmier,DEVOS CHRISTELLE,04/07/2013,Repas,€30,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,15/05/2012,HOSPITALITE,€55,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,01/04/2014,REPAS,€63,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,12/07/2012,REPAS,€28,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,19/03/2013,HOSPITALITÉ,€35,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,20/09/2013,REPAS,€23,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,17/09/2013,REPAS,€30,,
MSD France,Médecin,PINELLE VERRIEZ FRANCE,18/12/2013,REPAS,€28,,
MSD France,Médecin,TIBERGHIEN SEGARD PAULINE,17/09/2013,REPAS,€30,,
MSD France,Médecin,TIBERGHIEN SEGARD PAULINE,29/04/2013,REPAS,€30,,
MSD France,Médecin,TIBERGHIEN SEGARD PAULINE,11/03/2014,REPAS,€30,,
MSD France,Médecin,TIBERGHIEN SEGARD PAULINE,27/05/2014,REPAS,€30,,
MSD France,Médecin,TIBERGHIEN SEGARD PAULINE,20/09/2013,REPAS,€23,,
MSD France,Médecin,TIBERGHIEN SEGARD PAULINE,10/01/2012,REPAS,€30,,
MSD France,Médecin,TIBERGHIEN SEGARD PAULINE,27/03/2012,HOSPITALITE,€46,,
MSD France,Médecin,TIBERGHIEN SEGARD PAULINE,10/12/2013,REPAS,€30,,
MSD France,Médecin,TIBERGHIEN SEGARD PAULINE,26/06/2012,HOSPITALITE,€59,,
MSD France,Médecin,TIBERGHIEN SEGARD PAULINE,19/03/2013,HOSPITALITÉ,€35,,
MSD France,Médecin,ZENGBE VIRGINIE,13/05/2013,REPAS,€24,,
MSD France,Sage-femme,HARDEMAN HELENE,27/03/2014,REPAS,€50,,
MSD France,Sage-femme,HARDEMAN HELENE,13/05/2013,REPAS,€24,,
MSD France,Technicien de laboratoire médical,HETUIN CECILE,20/09/2013,REPAS,€23,,
MSD France,Technicien de laboratoire médical,HUON JULIE,20/09/2013,REPAS,€23,,
MSD France,Technicien de laboratoire médical,LANSMAN EDWIGE,20/09/2013,REPAS,€23,,
MSD France,Technicien de laboratoire médical,LANSMAN EDWIGE,27/05/2014,REPAS,€30,,
MUNDIPHARMA,Médecin,LECERF ERIC,14/02/2013,HOSPITALITE REUNION PROFESSIONNELLE,€55,,
MYLAN SAS,Pharmacien,CHAILLET DAMIEN,02/07/2013,REPAS,€44,,
MYLAN SAS,Pharmacien,THOMAZEAU MARION,02/07/2013,REPAS,€44,,
NORDIC PHARMA SAS,Infirmier,ALLEY KAMEL,02/04/2014,Repas,€46,,
NORDIC PHARMA SAS,Médecin,DUVERGER DANIEL,02/04/2014,Repas,€46,,
NORDIC PHARMA SAS,Médecin,MENGHINI FABRICE,02/04/2014,Repas,€46,,
NORDIC PHARMA SAS,Médecin,POIVRE PIERRE,02/04/2014,Repas,€46,,
NORDIC PHARMA SAS,Médecin,TENEUR FABIENNE,02/04/2014,Repas,€46,,
NOVARTIS PHARMA SAS,Médecin,BECAR PIERRE,26/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,BECAR PIERRE,16/04/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GUISLAIN BENOIT,13/02/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LECERF ERIC,17/06/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LECERF ERIC,02/04/2014,Autre : [Participation Evenement Scientifique],€53,,
NOVARTIS PHARMA SAS,Médecin,PENNEQUIN PHILIPPE,27/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PENNEQUIN PHILIPPE,26/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,SAINTIN JEAN FRANCOIS,02/04/2014,Autre : [Participation Evenement Scientifique],€53,,
NOVARTIS VACCINES AND DIAGNOSTICS SAS,Médecin,RAMAHERISON JEANNE,14/05/2014,REPAS,€60,,
NOVO NORDISK,Médecin,GUISLAIN BENOIT,05/07/2013,REPAS,€60,,
NOVO NORDISK,Médecin,MARY MOLINIER SOLINE,05/12/2013,REPAS,€19,,
Otsuka Pharmaceutical France SAS,Infirmier,LANSIAUX Gerard,15/07/2013,RESTAURATION,€24,,
Otsuka Pharmaceutical France SAS,Médecin,BOHET MARINE,19/05/2014,Repas,€24,,
Otsuka Pharmaceutical France SAS,Médecin,BOUTILLIER KERVISTIN Isabelle,07/10/2013,RESTAURATION,€23,,
Otsuka Pharmaceutical France SAS,Médecin,BOUTILLIER KERVISTIN ISABELLE,24/03/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,DUFOUR MICKAEL,21/01/2014,Autre:[INSCRIPTION CONGRES],€347,,
Otsuka Pharmaceutical France SAS,Médecin,DUFOUR MICKAEL,21/01/2014,HEBERGEMENT,€500,,
Otsuka Pharmaceutical France SAS,Médecin,DUFOUR MICKAEL,21/01/2014,TRANSPORT,€99,,
Otsuka Pharmaceutical France SAS,Médecin,DUFOUR MICKAEL,21/01/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,DURAND AURELIE,19/05/2014,Repas,€24,,
Otsuka Pharmaceutical France SAS,Médecin,LOPACINSKI VIRGINIE,21/01/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,LOPACINSKI VIRGINIE,21/01/2014,Autre:[INSCRIPTION CONGRES],€347,,
Otsuka Pharmaceutical France SAS,Médecin,LOPACINSKI VIRGINIE,21/01/2014,TRANSPORT,€97,,
Otsuka Pharmaceutical France SAS,Médecin,LOPACINSKI VIRGINIE,21/01/2014,HEBERGEMENT,€500,,
Otsuka Pharmaceutical France SAS,Médecin,LOPACINSKI VIRGINIE,21/01/2014,Autre:[REMBOURSEMENT DE FRAIS],€32,,
Otsuka Pharmaceutical France SAS,Médecin,LOPACINSKI VILAIN VIRGINIE,20/03/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,LOPACINSKI VILAIN VIRGINIE,24/03/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,LOPACINSKI VILAIN VIRGINIE,19/05/2014,Repas,€24,,
Otsuka Pharmaceutical France SAS,Médecin,LORIDON FRANCOIS,20/05/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,MARQUET Jeremie,15/07/2013,RESTAURATION,€24,,
Otsuka Pharmaceutical France SAS,Médecin,MARQUET JEREMIE,24/03/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,PARANT AMANDINE,19/05/2014,Repas,€24,,
Otsuka Pharmaceutical France SAS,Médecin,POUCHET Alexandre,15/07/2013,RESTAURATION,€24,,
Otsuka Pharmaceutical France SAS,Médecin,REVILLION JEAN JACQUES,24/03/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,REVILLION JEAN JACQUES,19/05/2014,Repas,€24,,
Otsuka Pharmaceutical France SAS,Médecin,TAHON ANNE LAURE,24/03/2014,Repas,€21,,
Otsuka Pharmaceutical France SAS,Médecin,THOMAZEAU ERIC,19/05/2014,Repas,€24,,
Otsuka Pharmaceutical France SAS,Médecin,THOMAZEAU ERIC,24/03/2014,Repas,€21,,
PFIZER SAS,Infirmier,MAFILLE HELENE,10/06/2013,Repas,€23,,
PFIZER SAS,Médecin,GUISLAIN BENOIT,13/06/2013,Repas,€31,,
PFIZER SAS,Médecin,KHACHTBAN MUSTAPHA,10/06/2013,Repas,€23,,
PFIZER SAS,Médecin,LAURENT CROISE ELISABETH,28/06/2013,Repas,€30,,
PFIZER SAS,Médecin,LAURENT CROISE ELISABETH,15/10/2013,REPAS,€54,,
PFIZER SAS,Sage-femme,COLLETTE LAURIE,10/06/2013,Repas,€23,,
PFIZER SAS,Sage-femme,GOBE SOPHIE,10/06/2013,Repas,€23,,
PFIZER SAS,Sage-femme,LEVEL MELANIE,10/06/2013,Repas,€23,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,DUBOIS MEULEY CHARLOTTE,22/11/2013,RESTAURATION,€23,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,MOLLET COMBLEZ CHRISTELLE,05/03/2013,Restauration,€18,,
PIERRE FABRE MEDICAMENT,Manipulateur d’électroradiologie médicale,SEVERIN FONTANA SANDRA,20/06/2013,HÃƒÂ©bergement,€111,,
PIERRE FABRE MEDICAMENT,Manipulateur d’électroradiologie médicale,SEVERIN FONTANA SANDRA,20/06/2013,HospitalitÃƒÂ©,€154,,
PIERRE FABRE MEDICAMENT,Manipulateur d’électroradiologie médicale,SEVERIN FONTANA SANDRA,20/06/2013,Frais de dÃƒÂ©placement,€63,,
PIERRE FABRE MEDICAMENT,Médecin,GUISLAIN BENOIT,24/01/2012,Frais de dÃƒÂ©placement,€83,,
PIERRE FABRE MEDICAMENT,Médecin,GUISLAIN BENOIT,24/01/2012,HÃƒÂ©bergement,€131,,
PIERRE FABRE MEDICAMENT,Médecin,GUISLAIN BENOIT,24/01/2012,Restauration,€115,,
PIERRE FABRE MEDICAMENT,Médecin,LEJEUNE EDMOND,18/04/2014,RESTAURATION,€34,,
PIERRE FABRE MEDICAMENT,Médecin,LEJEUNE RENAUD,18/04/2014,RESTAURATION,€34,,
PIERRE FABRE MEDICAMENT,Pharmacien,DRESZER MAXIME,09/10/2013,RESTAURATION,€27,,
PRODUITS DENTAIRES PIERRE ROLLAND,Chirurgien-dentiste,GABEY FANNY,04/10/2012,DON PRODUITS,€353,,
RB Pharmaceuticals France,Médecin,BONORD Alexandre,12/12/2013,Autre: inscription congrès,€909,,
RB Pharmaceuticals France,Médecin,BONORD Alexandre,12/12/2013,Hospitalité,€585,,
RESEARCH NOW SAS,Médecin,BERTRAND CATHERINE,23/09/2013,enquête,€19,,
RESEARCH NOW SAS,Médecin,RIDON MARC,20/01/2013,enquête,€23,,
RIVORTHO,Médecin,GADEYNE SYLVAIN,08/12/2012,REPAS,€50,,
RIVORTHO,Médecin,MULLIEZ ARNAUD,08/12/2012,REPAS,€50,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BELLOUNI DALILA,13/06/2014,REPAS,€15,,
ROTTAPHARM SAS,Médecin,DELOBELLE JEAN MICHEL,17/09/2013,AUTRE: VISITE/(2 X GO-ON 25MG),€18,,
ROTTAPHARM SAS,Médecin,ELHAGE RICHARD,03/09/2013,AUTRE: VISITE/(2 X GO-ON 25MG),€18,,
ROTTAPHARM SAS,Médecin,KHACHTBAN MUSTAPHA,05/12/2013,DEJEUNER,€51,,
ROTTAPHARM SAS,Médecin,LEBRUN MATTHIEU,03/09/2013,VISITE/(2 X GO-ON 25MG),€18,,
ROTTAPHARM SAS,Médecin,LESAGE PHILIPPE,03/09/2013,VISITE/(2 X GO-ON 25MG),€18,,
ROTTAPHARM SAS,Médecin,MULLIEZ ARNAUD,03/09/2013,VISITE/(2 X GO-ON 25MG),€18,,
SANOFI AVENTIS FRANCE,Médecin,CHEHIMI AYMAN,04/06/2014,Hébergement,€200,,
SANOFI AVENTIS FRANCE,Médecin,CHEHIMI AYMAN,04/06/2014,Inscription,€569,,
SANOFI AVENTIS FRANCE,Médecin,GADEYNE SYLVAIN,03/10/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,MULLIEZ ARNAUD,03/10/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Pharmacien,DRESZER MAXIME,20/09/2013,Restauration,€35,,
SANOFI AVENTIS FRANCE,Pharmacien,DUBUS ANTOINE,15/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Pharmacien,LEMMENS DUSSART ISABELLE,15/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CACHEUX EMILIE,15/04/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,HERBAUT CORINNE,15/04/2014,Repas,€20,,
SARL DLMEDICAL,Médecin,ELHAGE RICHARD,03/04/2014,TRANSPORT,€100,,
SARL DLMEDICAL,Médecin,GADEYNE SYLVAIN,14/11/2013,REPAS,€66,,
SEPTODONT SAS,Chirurgien-dentiste,DEHAYNIN Emilie,19/04/2013,Cadeaux,€144,,
SERF,Médecin,ELHAGE RICHARD,19/04/2013,REPAS,€26,,
SERF,Médecin,ELHAGE RICHARD,14/10/2013,Invitation Tiers,€88,,
SERF,Médecin,ELHAGE RICHARD,08/03/2013,REPAS,€24,,
SORIN GROUP FRANCE,Etablissement de santé,CLINIQUE DU PARC,31/12/2013,Autre [Prêt Equipment/Matériel],"€1,703",,
SORIN GROUP FRANCE,Infirmier,BERNARD BERTRAND,03/12/2013,Repas,€29,,
SORIN GROUP FRANCE,Infirmier,BERNARD LUCILE,03/12/2013,Repas,€29,,
SORIN GROUP FRANCE,Infirmier,CHASTAN ESTELLE,03/12/2013,Repas,€29,,
SORIN GROUP FRANCE,Infirmier,CLERET LOIC,03/12/2013,Repas,€29,,
SORIN GROUP FRANCE,Infirmier,GOUAL AMARA,03/12/2013,Repas,€29,,
SORIN GROUP FRANCE,Infirmier,VATIN FANNY,03/12/2013,Repas,€29,,
Takeda France,Médecin,PENALVA MAISONNEUVE Louise marie,10/06/2014,REPAS,€46,,
Takeda France,Médecin,SAINTIN JEAN-FRANCOIS,08/04/2014,Repas,€60,,
TEVA SANTE SAS,Médecin,VERIER ALBERT,10/10/2013,REPAS,€174,,
TEVA SANTE SAS,Médecin,VERIER ALBERT,10/10/2013,HEBERGEMENT,€720,,
TEVA SANTE SAS,Médecin,VERIER ALBERT,10/10/2013,TRANSPORT,€232,,
THERABEL LUCIEN PHARMA,Médecin,PENNEQUIN PHILIPPE,13/02/2014,REPAS,€50,,
THERABEL LUCIEN PHARMA,Médecin,PENNEQUIN PHILIPPE,04/04/2013,REPAS,€26,,
THERABEL LUCIEN PHARMA,Médecin,SAINTIN JEAN FRANCOIS,12/12/2013,REPAS,€50,,
THERABEL LUCIEN PHARMA,Médecin,SAINTIN JEAN FRANCOIS,13/02/2014,REPAS,€50,,
THERABEL LUCIEN PHARMA,Médecin,SAINTIN JEAN FRANCOIS,04/04/2013,REPAS,€26,,
TORNIER,Médecin,GADEYNE SYLVAIN,01/10/2013,Autre : Invit.Restaurant clients,€30,,
TORNIER,Médecin,RICHARD Rachid-Elhage,01/10/2013,Autre : Invit.Restaurant clients,€30,,
TOSHIBA MEDICAL FRANCE,Manipulateur d’électroradiologie médicale,Colmont Martine,03/09/2013,Repas,€21,,
TOSHIBA MEDICAL FRANCE,Manipulateur d’électroradiologie médicale,Colmont Martine,19/06/2014,Repas,€60,,
TOSHIBA MEDICAL FRANCE,Manipulateur d’électroradiologie médicale,Colmont Partine,22/01/2014,Repas,€74,,
TOSHIBA MEDICAL FRANCE,Manipulateur d’électroradiologie médicale,Hetuin Laurent,04/09/2013,Repas,€21,,
TOSHIBA MEDICAL FRANCE,Manipulateur d’électroradiologie médicale,Hetuin Laurent,22/01/2014,Repas,€74,,
TOSHIBA MEDICAL FRANCE,Manipulateur d’électroradiologie médicale,Hetuin Laurent,20/06/2014,Repas,€60,,
TOSHIBA MEDICAL FRANCE,Manipulateur d’électroradiologie médicale,Masneuf David,22/01/2014,Repas,€74,,
TOSHIBA MEDICAL FRANCE,Manipulateur d’électroradiologie médicale,Masneuf David,02/09/2013,Repas,€21,,
TOSHIBA MEDICAL FRANCE,Manipulateur d’électroradiologie médicale,Masneuf David,21/11/2013,Transport,€117,,
TOSHIBA MEDICAL FRANCE,Manipulateur d’électroradiologie médicale,Masneuf David,18/06/2014,Repas,€60,,
TOSHIBA MEDICAL FRANCE,Médecin,Doutriaux Marie Thérèse,17/06/2014,Repas,€60,,
VIFOR FRANCE SA,Médecin,CAPORASO JOSEPH,20/11/2013,REPAS,€42,,
VIFOR FRANCE SA,Médecin,DELOBELLE JEAN MICHEL,20/11/2013,REPAS,€42,,
VIFOR FRANCE SA,Médecin,DE MEIRE XAVIER,20/11/2013,REPAS,€42,,
VIFOR FRANCE SA,Médecin,DUVERGER DANIEL,20/11/2013,REPAS,€42,,
VIFOR FRANCE SA,Médecin,GALLET MARIE FRANCOISE,20/11/2013,REPAS,€42,,
VIFOR FRANCE SA,Médecin,MENGHINI FABRICE,20/11/2013,REPAS,€42,,
VIFOR FRANCE SA,Médecin,POIVRE PIERRE,20/11/2013,REPAS,€42,,
VIFOR FRANCE SA,Médecin,TENEUR FABIENNE,20/11/2013,REPAS,€42,,
VIFOR FRANCE SA,Médecin,WANTELLET ALICE,20/11/2013,REPAS,€42,,
VYGON,Préparateur en pharmacie et préparateur en pharmacie hospitalière,URBANIAK PHILIPPE,17/12/2013,REPAS,€17,,
Zambon France,Médecin,COLIN JEROME,20/11/2013,Hospitalité,€540,,
Zimmer France SAS,Infirmier,MICHEL Nathalie,25/04/2014,transport,€134,,
Zimmer France SAS,Médecin,ELHAGE Richard,25/04/2014,transport,€125,,
Zimmer France SAS,Médecin,ELHAGE Richard,19/03/2014,Hébergement,€85,,
Zimmer France SAS,Médecin,FRONEK Nathalie,07/05/2014,Hébergement,€113,,
Zimmer France SAS,Médecin,GADEYNE Sylvain,07/05/2014,Hébergement,€113,,
Zimmer France SAS,Médecin,MULLIEZ Arnaud,25/04/2014,transport,€134,,
Zimmer France SAS,Médecin,MULLIEZ Arnaud,02/02/2014,Hébergement,€81,,
