3M France,Chirurgien-dentiste,SAULUE PAUL,18/01/2014,REPAS,€50,,
Cyberonics SA,Médecin,PEDESPAN BERNARD,20/12/2013,REPAS,€17,,
Cyberonics SA,Médecin,PEDESPAN BERNARD,19/06/2014,HEBERGEMENT,€99,,
DAIICHI SANKYO FRANCE SAS,Médecin,AUSTRUY JULIEN,24/11/2013,Hospitalité,€316,,
DAIICHI SANKYO FRANCE SAS,Médecin,AUSTRUY JULIEN,24/11/2013,Repas,€234,,
DAIICHI SANKYO FRANCE SAS,Médecin,AUSTRUY JULIEN,21/11/2013,Repas,€22,,
DAIICHI SANKYO FRANCE SAS,Médecin,AUSTRUY JULIEN,24/11/2013,Transport,€723,,
DAIICHI SANKYO FRANCE SAS,Médecin,AUSTRUY JULIEN,10/06/2014,Repas,€25,,
DAIICHI SANKYO FRANCE SAS,Médecin,AUSTRUY JULIEN,02/10/2013,Repas,€37,,
DAIICHI SANKYO FRANCE SAS,Médecin,AUSTRUY JULIEN,17/07/2013,Repas,€22,,
DAIICHI SANKYO FRANCE SAS,Médecin,AUSTRUY JULIEN,30/08/2013,Repas,€24,,
DAIICHI SANKYO FRANCE SAS,Médecin,BOYER PIERRE LUC,27/09/2013,Repas,€31,,
DAIICHI SANKYO FRANCE SAS,Médecin,CHABOUSSOU JEAN PIERRE,27/11/2013,Repas,€41,,
DAIICHI SANKYO FRANCE SAS,Médecin,DENISI ROCCO,11/09/2013,Repas,€14,,
DAIICHI SANKYO FRANCE SAS,Médecin,DENISI ROCCO,04/06/2014,Repas,€12,,
DAIICHI SANKYO FRANCE SAS,Médecin,LAFFORT PATRICK,11/09/2013,Repas,€14,,
DAIICHI SANKYO FRANCE SAS,Médecin,LAFFORT PATRICK,04/06/2014,Repas,€12,,
DAIICHI SANKYO FRANCE SAS,Médecin,LEMIEUX HERVE,04/06/2014,Repas,€12,,
DAIICHI SANKYO FRANCE SAS,Médecin,MARAUD LUC,04/06/2014,Repas,€12,,
DAIICHI SANKYO FRANCE SAS,Médecin,MARAUD LUC,11/09/2013,Repas,€14,,
DAIICHI SANKYO FRANCE SAS,Médecin,MARAUD LUC,14/09/2013,Repas,€28,,
DAIICHI SANKYO FRANCE SAS,Médecin,PAOLINI BRUNO,27/09/2013,Repas,€31,,
DAIICHI SANKYO FRANCE SAS,Médecin,SEVERAC PASCAL,26/11/2013,Repas,€58,,
DEPUY France,Infirmier,PEROTTO Christine,28/02/2014,REPAS,€32,,
DEPUY France,Médecin,ARAGON SERGE,12/06/2013,REPAS,€45,,
DEPUY France,Médecin,BOYER PIERRE LUC,12/06/2013,REPAS,€45,,
DEPUY France,Médecin,CHAABAN IMAD,12/06/2013,REPAS,€45,,
DEPUY France,Médecin,DURENQUE MICHEL,12/06/2013,REPAS,€45,,
DEPUY France,Médecin,LEFORT BERNARD,12/06/2013,REPAS,€45,,
DIAGNOSTICA STAGO,Technicien de laboratoire médical,TRAMEAU JOEL,12/03/2013,REPAS,€11,,
DIAGNOSTICA STAGO,Technicien de laboratoire médical,TRAMEAU JOEL,12/03/2013,REPAS,€11,,
EDWARDS LIFESCIENCES,Infirmier,BANUS ANNE,18/07/2013,REPAS,€59,,
EDWARDS LIFESCIENCES,Médecin,ARMENGAUD JEAN,31/12/2013,REPAS,€55,,
EDWARDS LIFESCIENCES,Médecin,ARMENGAUD JEAN,31/12/2013,HÉBERGEMENT,€130,,
EDWARDS LIFESCIENCES,Médecin,ARMENGAUD JEAN,17/04/2014,REPAS,€60,,
EFFIK,Médecin,MARTIN THEVENOT MONIQUE,23/10/2013,REPAS,€41,,
EFFIK,Médecin,MARTIN THEVENOT MONIQUE,05/02/2014,REPAS,€55,,
EFFIK,Médecin,MOUNAC CAZALS MURIEL,23/10/2013,REPAS,€41,,
EFFIK,Médecin,SARRAZIN CHRISTINE,05/02/2014,REPAS,€55,,
EISAI SAS,Médecin,ERTAUD TIFFANY,12/11/2013,REPAS,€20,,
EISAI SAS,Médecin,LARRIEU JEAN LOUIS,05/12/2013,REPAS,€20,,
EISAI SAS,Médecin,LARRIEU JEAN LOUIS,24/04/2014,REPAS,€24,,
EISAI SAS,Médecin,LEPICARD COME,23/05/2014,REPAS,€17,,
EISAI SAS,Médecin,LE PORTE CAMILLE,12/11/2013,REPAS,€20,,
EISAI SAS,Médecin,LUCAS LUDOVIC,12/11/2013,REPAS,€20,,
EISAI SAS,Médecin,LUCAS LUDOVIC,12/12/2013,REPAS,€15,,
EISAI SAS,Médecin,NDONG MARYLENE,12/12/2013,REPAS,€15,,
EISAI SAS,Médecin,NDONG MARYLENE,12/11/2013,REPAS,€20,,
EISAI SAS,Médecin,NDONG MARYLENE,23/05/2014,REPAS,€17,,
EISAI SAS,Médecin,PEDESPAN BERNARD,24/04/2014,REPAS,€24,,
EISAI SAS,Médecin,PEDESPAN BERNARD,05/12/2013,REPAS,€20,,
EISAI SAS,Médecin,POUROUCHOTTAMIN PRENASH,23/05/2014,REPAS,€17,,
EISAI SAS,Médecin,RADJI FATAI,12/11/2013,REPAS,€20,,
EISAI SAS,Médecin,RADJI FATAI,12/12/2013,REPAS,€15,,
EISAI SAS,Médecin,RADJI FATAI,11/04/2014,REPAS,€24,,
EISAI SAS,Médecin,VERGNOT SYLVAIN,23/05/2014,REPAS,€17,,
Essilor,Opticien-lunetier,Cambon Marie,03/10/2013,Invitation à déjeuner / dîner,€74,,
ETHICON,Médecin,GUERLIN ANTOINE,13/05/2013,REPAS,€49,,
ETHICON,Médecin,NEHAMIA Robert,13/03/2014,HEBERGEMENT,€283,,
ETHICON,Médecin,NEHAMIA Robert,13/03/2014,TRANSPORT,€691,,
ETHICON,Médecin,NEHAMIA Robert,13/03/2014,INSCRIPTION,€350,,
ETHICON,Médecin,VEYRET ALAIN,11/06/2014,HEBERGEMENT,€320,,
ETHICON,Médecin,VEYRET ALAIN,11/06/2014,INSCRIPTION,€510,,
FERRING SAS,Médecin,BERNARD OLIVIER,26/11/2013,Repas,€17,,
FERRING SAS,Médecin,FAGOT THIERRY,26/11/2013,Repas,€17,,
FERRING SAS,Médecin,FIATTE PHILIPPE,26/11/2013,Repas,€17,,
FERRING SAS,Médecin,MARTIN THEVENOT MONIQUE,17/12/2013,Repas,€55,,
FERRING SAS,Médecin,NONIS ALEXANDRE,18/02/2014,Repas,€55,,
FH ORTHOPEDICS,Infirmier,BRICARD PASCALE,15/05/2014,REPAS,€47,,
FH ORTHOPEDICS,Infirmier,COYART CLAUDINE,15/05/2014,REPAS,€47,,
FH ORTHOPEDICS,Infirmier,FEUILLERAT NELLY,15/05/2014,REPAS,€47,,
FH ORTHOPEDICS,Infirmier,FITTE CECILE,15/05/2014,REPAS,€47,,
FH ORTHOPEDICS,Infirmier,MANSO FRANCOISE,15/05/2014,REPAS,€47,,
FH ORTHOPEDICS,Infirmier,ROSSI MARIE-CLAIRE,15/05/2014,REPAS,€47,,
FH ORTHOPEDICS,Infirmier,TOLOT STEPHANIE,15/05/2014,REPAS,€47,,
FH ORTHOPEDICS,Infirmier,VIEJO-FUERTES ANNE-MARIE,15/05/2014,REPAS,€47,,
FH ORTHOPEDICS,Médecin,BRUGEL GERARD,26/05/2014,REPAS,€44,,
FH ORTHOPEDICS,Médecin,CHABOUSSOU JEAN-PIERRE,25/06/2013,Repas,€50,,
FH ORTHOPEDICS,Médecin,DE COUCY FRANCOIS,15/05/2014,REPAS,€47,,
FH ORTHOPEDICS,Médecin,DELARD JEAN-CHRISTOPHE,26/05/2014,REPAS,€44,,
FH ORTHOPEDICS,Médecin,FALZON PAUL,25/06/2013,Repas,€50,,
FH ORTHOPEDICS,Médecin,GARAGNANI TAPESAR MARIE CHRISTINE,25/06/2013,Repas,€50,,
FH ORTHOPEDICS,Médecin,GARAGNANI TAPESAR MARIE CHRISTINE,25/06/2013,Repas,€50,,
FH ORTHOPEDICS,Médecin,GINESTET JEAN-YVES,25/06/2013,Repas,€50,,
FH ORTHOPEDICS,Médecin,HUGET LAMEY FRANCOISE,25/06/2013,Repas,€50,,
FH ORTHOPEDICS,Médecin,LAURENT PATRICK,22/04/2012,Repas,€46,,
FH ORTHOPEDICS,Médecin,LAURENT PATRICK,14/01/2012,HEBERGEMENT,€370,,
FH ORTHOPEDICS,Médecin,LAURENT PATRICK,19/01/2013,HEBERGEMENT,€382,,
FH ORTHOPEDICS,Médecin,LAURENT PATRICK,22/04/2012,HEBERGEMENT,€96,,
FH ORTHOPEDICS,Médecin,LAURENT PATRICK,14/01/2012,autre:[INSCRIPTION],€248,,
FH ORTHOPEDICS,Médecin,LAURENT PATRICK,19/01/2013,Autre: [INSCRIPTION],€495,,
FH ORTHOPEDICS,Médecin,MERCIER YVES,26/05/2014,REPAS,€44,,
FH ORTHOPEDICS,Médecin,TRAMOND BRUNO,15/05/2014,REPAS,€47,,
FH ORTHOPEDICS,Médecin,TRAMOND BRUNO,23/05/2014,Autre : [INSCRIPTION],€299,,
FH ORTHOPEDICS,Médecin,TUSTES RENE,25/06/2013,Repas,€50,,
FRESENIUS KABI FRANCE,Médecin,BERNARD OLIVIER,16/12/2013,REPAS,€23,,
FRESENIUS KABI FRANCE,Pharmacien,GROCE THOMAS,26/11/2013,REPAS,€27,,
FRESENIUS KABI FRANCE,Pharmacien,PAINBENIT THIERRY,26/11/2013,REPAS,€27,,
FRESENIUS KABI FRANCE,Pharmacien,ROUY JEAN CHRISTOPHE,26/11/2013,REPAS,€27,,
GAMIDA,Médecin,TISSANDIER PHILIPPE,28/03/2014,HEBERGEMENT,€230,,
GE HEALTHCARE SAS,Médecin,GORIN GILLES,01/12/2013,REPAS PROFESSIONNEL,€32,,
GE HEALTHCARE SAS,Médecin,LARRIEU JEAN LOUIS,08/01/2014,REPAS PROFESSIONNEL,€53,,
GE HEALTHCARE SAS,Médecin,PEDESPAN BERNARD,08/01/2014,REPAS PROFESSIONNEL,€53,,
GE HEALTHCARE SAS,Pharmacien,FAYE EMMANUELLE,06/11/2013,REPAS PROFESSIONNEL,€60,,
GEISTLICH PHARMA FRANCE,Chirurgien-dentiste,LE GAC OLIVIER,23/01/2014,DONS DE MATERIEL,€822,,
GE Medical Systems SCS,Médecin,ARMENGAUD JEAN,04/06/2013,REPAS PROFESSIONNEL,€18,,
GE Medical Systems SCS,Médecin,ARMENGAUD JEAN,11/11/2013,REPAS PROFESSIONNEL,€76,,
GE Medical Systems SCS,Médecin,ARMENGAUD JEAN,12/11/2013,REPAS PROFESSIONNEL,€64,,
GE Medical Systems SCS,Médecin,ARMENGAUD JEAN,09/07/2013,REPAS PROFESSIONNEL,€20,,
GE Medical Systems SCS,Médecin,CALABET ANDRE,11/04/2014,REPAS PROFESSIONNEL,€21,,
GE Medical Systems SCS,Médecin,CASTEL JEAN CLAUDE,15/07/2013,REPAS PROFESSIONNEL,€19,,
GE Medical Systems SCS,Médecin,GORIN GILLES,03/12/2013,REPAS PROFESSIONNEL,€94,,
GE Medical Systems SCS,Médecin,MARTIN FRANCOISE,03/12/2013,REPAS PROFESSIONNEL,€94,,
Genzyme,Médecin,LARRIEU JEAN LOUIS,22/03/2014,Repas,€73,,
Genzyme,Médecin,PEDESPAN BERNARD,14/03/2014,Repas,€32,,
GILEAD SCIENCES,Médecin,LEFORT BERNARD,28/11/2013,TRANSPORT,€167,,
GILEAD SCIENCES,Médecin,LEFORT BERNARD,28/11/2013,HEBERGEMENT,€393,,
GILEAD SCIENCES,Médecin,LEFORT BERNARD,28/11/2013,INSCRIPTION,€466,,
gn hearing sas,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,MARTIN ARANTXA,02/09/2013,Repas,€44,,
gn hearing sas,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,MARTIN ARANTXA,28/04/2014,Repas,€71,,
gn hearing sas,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,MARTIN ARANTXA,18/11/2013,Repas,€37,,
gn hearing sas,Prothésiste et orthésiste pour l’appareillage des personnes handicapées,MARTIN MATHIEU,28/04/2014,Repas,€71,,
GUERBET France,Médecin,CHA BANUS FLORENCE,24/10/2013,REPAS,€42,,
GUERBET France,Médecin,CHA-BANUS FLORENCE,20/07/2013,REPAS,€21,,
GUERBET France,Médecin,CLERGEOT MARIE LAURE,24/10/2013,REPAS,€42,,
GUERBET France,Médecin,CLERGEOT MARIE-LAURE,30/11/2013,HEBERGEMENT,€200,,
GUERBET France,Médecin,DRAPEAU CYRILLE,27/03/2014,TRANSPORT,€172,,
GUERBET France,Médecin,DRAPEAU CYRILLE,27/03/2014,HEBERGEMENT,€600,,
GUERBET France,Médecin,PENIN HUBERT,28/11/2013,TRANSPORT,€186,,
GUERBET France,Médecin,PENIN HUBERT,28/11/2013,AUTRE : PACKAGE,"€2,740",,
GUERBET France,Médecin,PENIN HUBERT,28/11/2013,AUTRE : ASSURANCE,€10,,
HEXACATH FRANCE,Infirmier,BOUBADDARA KHadija,18/09/2013,Repas,€33,,
HEXACATH FRANCE,Infirmier,SAMINADIN Solène,18/09/2013,Repas,€33,,
HEXACATH FRANCE,Infirmier,TAVERNIER Marion,18/09/2013,Repas,€33,,
HEXACATH FRANCE,Médecin,ARMENGAUD Jean,18/09/2013,Repas,€33,,
HEXACATH FRANCE,Médecin,ARMENGAUD Jean,16/01/2014,Repas,€24,,
HEXACATH FRANCE,Médecin,ARMENGAUD Jean,18/01/2014,Repas,€13,,
HEXACATH FRANCE,Médecin,ARMENGAUD Jean,22/05/2014,Repas,€22,,
HEXACATH FRANCE,Médecin,COLIN Patrice,23/06/2014,Repas,€23,,
HEXACATH FRANCE,Médecin,DENISI Rocco,28/01/2014,Repas,€135,,
HEXACATH FRANCE,Médecin,DENISI Rocco,28/01/2014,Hébergement,€750,,
HEXACATH FRANCE,Médecin,DENISI Rocco,28/01/2014,Transport,€271,,
HEXACATH FRANCE,Médecin,DENISI Rocco,28/01/2014,Repas,€135,,
HEXACATH FRANCE,Médecin,FOURNIER Pierre,18/02/2014,Repas,€50,,
HEXACATH FRANCE,Médecin,FOURNIER Pierre,23/07/2013,Repas,€24,,
HOLLISTER FRANCE Incorporated,Infirmier,KOESSLER LAURENT,10/05/2014,REPAS,€16,,
HOLLISTER FRANCE Incorporated,Infirmier,KOESSLER LAURENT,20/03/2014,REPAS,€29,,
HOLLISTER FRANCE Incorporated,Infirmier,KOESSLER LAURENT,17/02/2014,REPAS,€16,,
HOLLISTER FRANCE Incorporated,Infirmier,KOESSLER LAURENT,20/03/2014,REPAS,€29,,
HOLLISTER FRANCE Incorporated,Infirmier,KOESSLER LAURENT,17/02/2014,REPAS,€16,,
HOLLISTER FRANCE Incorporated,Infirmier,KOESSLER LAURENT,10/05/2014,REPAS,€16,,
horus pharma,Médecin,BENCHEKROUN BETTEMBOURG S. Samia,27/03/2014,Repas,€55,,
horus pharma,Médecin,BENCHEKROUN BETTEMBOURG S. Samia,27/03/2014,Repas,€55,,
horus pharma,Médecin,BETTEMBOURG O. Olivier,27/03/2014,Repas,€55,,
horus pharma,Médecin,BURNY PICHON S. Sylvie,27/03/2014,Repas,€55,,
horus pharma,Médecin,BURNY PICHON S. Sylvie,27/03/2014,Repas,€55,,
horus pharma,Médecin,CHEVALIER J. Jerome,15/07/2013,Repas,€38,,
horus pharma,Médecin,CHEVALIER J. Jerome,27/03/2014,Repas,€55,,
horus pharma,Médecin,CHEVALIER J. Jerome,27/03/2014,Repas,€55,,
horus pharma,Médecin,LAMARQUE CHEVALIER MP. Marie pierre,27/03/2014,Repas,€55,,
horus pharma,Médecin,LAMARQUE CHEVALIER MP. Marie pierre,27/03/2014,Repas,€55,,
horus pharma,Médecin,VRIGNAUD L. Laurent,03/10/2013,Repas,€55,,
HOSPIRA FRANCE,Médecin,BERNARD OLIVIER,23/11/2013,HOSPITALITE,€433,,
HOSPIRA FRANCE,Médecin,BERNARD OLIVIER,23/11/2013,HOSPITALITE,€433,,
ICOMED,Chirurgien-dentiste,BORDAS CLEMENTINE,29/04/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,CONEJERO CHRISTINE,09/07/2013,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,MARCELIS ANNE,21/05/2013,Autre: [Enquête],€14,,
ICOMED,Chirurgien-dentiste,QUIQUEREZ PHILIPPE,06/05/2014,Autre: [Enquête],€12,,
ICOMED,Chirurgien-dentiste,RISPAL CATHERINE,16/05/2014,Autre: [Enquête],€11,,
ICOMED,Chirurgien-dentiste,WELSCH CHRISTELLE,08/04/2013,Autre: [Enquête],€14,,
ICOMED,Médecin,AFTIMOS JOSEPH,09/05/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,BARDY JEAN GUILLAUME,26/06/2014,Autre: [Enquête],€13,,
ICOMED,Médecin,BARDY JEAN GUILLAUME,16/05/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,BAUDONNAT BRUNO,11/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BAUDONNAT BRUNO,21/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,BURNY PICHON SYLVIE,11/09/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,BURNY PICHON SYLVIE,14/06/2013,Autre: [Enquête],€21,,
ICOMED,Médecin,CUVILLIER XAVIER,27/09/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,DEZOU SYLVIE,20/05/2014,Autre: [Enquête],€22,,
ICOMED,Médecin,DEZOU SYLVIE,14/01/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ESCULPAVIT LOIC,21/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,FALZON PAUL,24/03/2014,Autre: [Enquête],€24,,
ICOMED,Médecin,FERRANDO POINGT MARY FLORENCE,17/03/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,FERRANDO POINGT MARY FLORENCE,18/02/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,GARBE JEAN FRANCOIS,29/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,GIRARD ALAIN,05/02/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,GOUGET JEAN FRANCOIS,24/03/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,GOUGET JEAN FRANCOIS,21/03/2013,Autre: [Enquête],€17,,
ICOMED,Médecin,HERMAN ANDRE,27/11/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,KFOURY ZEID,25/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,KFOURY ZEID,29/04/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,LAMEY BERNARD,06/03/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,LAMEY BERNARD,19/02/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LANCIAUX JACQUES,11/09/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,LARRIEU JEAN LOUIS,18/02/2013,Autre: [Enquête],€25,,
ICOMED,Médecin,LARRIEU JEAN LOUIS,24/12/2013,Autre: [Enquête],€29,,
ICOMED,Médecin,LEMIEUX HERVE,02/05/2013,Autre: [Enquête],€27,,
ICOMED,Médecin,MARLIAC JEAN CLAUDE,13/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,MARLIAC JEAN CLAUDE,29/04/2014,Autre: [Enquête],€26,,
ICOMED,Médecin,MAUROUX JEAN LOUIS,29/05/2013,Autre: [Enquête],€20,,
ICOMED,Médecin,PAGES MARC,18/06/2014,Autre: [Enquête],€27,,
ICOMED,Médecin,PAGES MARC,27/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,PEDESPAN BERNARD,11/01/2013,Autre: [Enquête],€32,,
ICOMED,Médecin,PEDESPAN BERNARD,18/12/2013,Autre: [Enquête],€31,,
ICOMED,Médecin,RAAD FADI,27/09/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,ROCCATI JEAN MARC,06/12/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,ROCCATI JEAN MARC,12/02/2013,Autre: [Enquête],€19,,
ICOMED,Médecin,ROGER MICHELE,27/06/2014,Autre: [Enquête],€18,,
ICOMED,Médecin,ROGER MICHELE,24/05/2013,Autre: [Enquête],€16,,
ICOMED,Médecin,SARRAZIN CHRISTINE,13/02/2014,Autre: [Enquête],€23,,
ICOMED,Médecin,SARRAZIN CHRISTINE,11/03/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SEHABIAGUE JOEL,10/12/2013,Autre: [Enquête],€30,,
ICOMED,Médecin,SERVETO GEORGES,21/01/2014,Autre: [Enquête],€25,,
ICOMED,Médecin,SEVERAC PASCAL,29/11/2013,Autre: [Enquête],€29,,
ICOMED,Pharmacien,CORNIER LAURENCE,23/04/2013,Autre: [Enquête],€19,,
InterMune France SAS,Médecin,ESCULPAVIT LOIC,20/09/2013,REPAS,€72,,
InterMune France SAS,Médecin,ESCULPAVIT SYLVIE,20/09/2013,REPAS,€72,,
INTUITIVE SURGICAL SARL,Médecin,MENTINE NICOLAS,11/09/2013,REPAS,€35,,
INTUITIVE SURGICAL SARL,Médecin,NEHAMIA PIERRE,11/02/2013,REPAS,€43,,
INTUITIVE SURGICAL SARL,Médecin,NEHAMIA PIERRE,21/11/2013,REPAS,€104,,
IPSEN PHARMA,Médecin,BERNARD OLIVIER,17/10/2013,REPAS,€25,,
IPSEN PHARMA,Médecin,FAGOT THIERRY,06/05/2014,REPAS,€20,,
IPSEN PHARMA,Médecin,LOISILLON FRANCK,12/06/2014,REPAS,€60,,
IPSEN PHARMA,Médecin,MERCIER YVES,12/06/2014,REPAS,€60,,
IPSEN PHARMA,Pharmacien,MARTZ ALBERT CAROLINE,12/06/2014,REPAS,€60,,
IPSEN PHARMA,Pharmacien,SAUCAZ LARAME CAMBON ANNE MARIE,12/06/2014,REPAS,€60,,
JANSSEN-CILAG,Etudiant,MEALLET ANTOINE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,BORIAT CELINE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,CASSAGNOLES MURIEL,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,CASSAGNOLES MURIEL,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Infirmier,CHAVENATO DANIELLE,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Infirmier,CHAVENATO DANIELLE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,CHIODI SCHROEDER VINCENT,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,COMBES CAROLE,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Infirmier,COMBES CAROLE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,DELZON EVELYNE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,DUBUISSON MARION,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Infirmier,FAURE EMMANUEL,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,FAUTHOUX DIDIER,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,FERNANDES SANDRINE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,FERNANDES SANDRINE,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Infirmier,FORABOSCO VIRGINIE,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Infirmier,FORABOSCO VIRGINIE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,GOULAT STEPHANE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,MAYE FRANCOISE,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Infirmier,PEBEREL MAITE,17/06/2013,REPAS,€24,,
JANSSEN-CILAG,Infirmier,PEBEREL MAITE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,PEBEREL MAITE,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Infirmier,PRUNIER AURORE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,VIGNERON ELISABETH,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Infirmier,VIGNERON ELISABETH,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Médecin,AUBAT FABIEN ADRIEN,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Médecin,BARRE ISABELLE,20/02/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,BERNARD OLIVIER,20/02/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,BERNARD OLIVIER,09/10/2013,REPAS,€26,,
JANSSEN-CILAG,Médecin,BERNARD OLIVIER,06/02/2013,REPAS,€57,,
JANSSEN-CILAG,Médecin,BERTHOUX MARIE LAURENCE,20/02/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,CAUCHOIS ADELA,06/02/2013,REPAS,€57,,
JANSSEN-CILAG,Médecin,CAUCHOIS ADELA,27/02/2013,REPAS,€19,,
JANSSEN-CILAG,Médecin,CAUCHOIS ADELA,20/02/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,CUVILLIER XAVIER,20/02/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,DALOMIS ARMELLE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Médecin,DALOMIS ARMELLE,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Médecin,DAOUD OUM KALTOUM,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Médecin,FAGOT THIERRY,06/02/2013,REPAS,€57,,
JANSSEN-CILAG,Médecin,FAGOT THIERRY,16/04/2013,REPAS,€36,,
JANSSEN-CILAG,Médecin,FIATTE PHILIPPE,20/02/2014,REPAS,€30,,
JANSSEN-CILAG,Médecin,LAFFORT RAYMOND ANNE CLAIRE,08/02/2013,REPAS,€26,,
JANSSEN-CILAG,Médecin,LAFFORT RAYMOND ANNE CLAIRE,19/04/2013,REPAS,€20,,
JANSSEN-CILAG,Médecin,PERRAUDEAU FRANCOISE,07/03/2014,REPAS,€131,,
JANSSEN-CILAG,Médecin,PERRAUDEAU FRANCOISE,07/03/2014,HEBERGEMENT,€125,,
JANSSEN-CILAG,Médecin,TANAPOULOS VALERIE,07/03/2014,HEBERGEMENT,€125,,
JANSSEN-CILAG,Médecin,TANAPOULOS VALERIE,07/03/2014,REPAS,€131,,
Kavo Dental SAS,Chirurgien-dentiste,LE GAC OLIVIER,16/01/2013,REPAS,€22,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,DALOMIS PIERRE,31/12/2012,Autre,€10,,
LABORATOIRE ATO-ZIZINE,Chirurgien-dentiste,LE GAC OLIVIER,31/05/2012,Autre,€10,,
Laboratoire Bioderma,Médecin,POIZAC PASCALE,09/03/2014,HOSPITALITE,"€2,800",,
LABORATOIRE GLAXOSMITHKLINE,Etudiant,ELHARRAR BENJAMIN,07/12/2012,Hospitalité,€237,,
LABORATOIRE GLAXOSMITHKLINE,Etudiant,ELHARRAR BENJAMIN,07/12/2012,Transport,€66,,
LABORATOIRE GLAXOSMITHKLINE,Etudiant,LOUBET ELISE,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Etudiant,MAZARIN CAMILLE,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,AFTIMOS JOSEPH,15/05/2014,REPAS,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARAGON SERGE,10/12/2013,REPAS,€55,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,ARAGON SERGE,14/11/2012,Hospitalité,€60,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,27/09/2012,Hospitalité,€15,,
LABORATOIRE GLAXOSMITHKLINE,Médecin,BARDY JEAN GUILLAUME,26/01/2012,Hospitalité,€22,,
