AbbVie,Médecin,DESURMONT PHILIPPE,04/02/2014,REPAS,€32,,
LDR Médical,Médecin,SLEIMAN MOHAMED,11/03/2014,REPAS,€36,,
LEO Pharma,Médecin,DEPRET THIERRY,10/03/2014,REPAS,€37,,
LEO Pharma,Médecin,DEPRET THIERRY,26/06/2013,REPAS,€56,,
LEO Pharma,Médecin,DEPRET THIERRY,18/12/2013,REPAS,€31,,
LEO Pharma,Médecin,EWOMBE NICOLE,10/01/2014,REPAS,€32,,
LEO Pharma,Médecin,EWOMBE NICOLE,23/05/2014,REPAS,€14,,
LEO Pharma,Médecin,EWOMBE NICOLE,27/06/2014,REPAS,€54,,
LEO Pharma,Médecin,EWOMBE NICOLE,23/08/2013,REPAS,€43,,
LEO Pharma,Médecin,KOENIG PHILIPPE,12/02/2014,REPAS,€19,,
LEO Pharma,Médecin,KOENIG PHILIPPE,26/06/2013,REPAS,€56,,
LEO Pharma,Médecin,KOENIG PHILIPPE,25/11/2013,REPAS,€14,,
LEO Pharma,Médecin,LAFFARGUE PHILIPPE,05/09/2013,REPAS,€45,,
LEO Pharma,Médecin,LAFFARGUE PHILIPPE,19/02/2014,REPAS,€45,,
LEO Pharma,Médecin,LAFFARGUE PHILIPPE,06/05/2014,REPAS,€60,,
LEO Pharma,Médecin,LEPLAT JEAN,22/05/2014,REPAS,€39,,
LEO Pharma,Médecin,LE RUE OLIVIER,26/06/2013,REPAS,€56,,
LEO Pharma,Médecin,MAUGAS FABRICE,29/04/2014,REPAS,€29,,
LEO Pharma,Médecin,MAUGAS FABRICE,13/12/2013,REPAS,€32,,
LEO Pharma,Médecin,PANNEQUIN CATHERINE,09/01/2014,REPAS,€48,,
LEO Pharma,Médecin,PANNEQUIN CATHERINE,23/01/2014,REPAS,€41,,
LEO Pharma,Médecin,PANNEQUIN CATHERINE,22/05/2014,REPAS,€39,,
LEO Pharma,Médecin,PINOIT YANNICK,26/06/2013,REPAS,€56,,
LEO Pharma,Médecin,PUECH PLOTTOVA IVANA,22/05/2014,REPAS,€39,,
LES LABORATOIRES SERVIER,Médecin,BEHAGUE DANIEL,24/10/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,BEHAGUE DANIEL,16/01/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,ESTEVE VERONIQUE,06/02/2014,Repas,€56,,
LES LABORATOIRES SERVIER,Médecin,KENIG CLAUDE,16/01/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,KOZAK JEROME,07/11/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,LEBRUN PHILIPPE,26/11/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,LEBRUN PHILIPPE,16/01/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,PETIT DOMINIQUE,07/11/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,PETIT DOMINIQUE,24/10/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,POISSONNIER GEORGES,05/12/2013,Repas,€55,,
LES LABORATOIRES SERVIER,Médecin,POISSONNIER GEORGES,07/11/2013,Repas,€52,,
LES LABORATOIRES SERVIER,Médecin,POISSONNIER GEORGES,24/10/2013,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,POISSONNIER GEORGES,16/01/2014,Repas,€50,,
LES LABORATOIRES SERVIER,Médecin,ROUSSEAUX MATHIEU,24/10/2013,Repas,€50,,
Lilly France SAS,Diététicien,VINCENT SEVERINE,28/04/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€98,,
Lilly France SAS,Diététicien,VINCENT SEVERINE,12/03/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€59,,
Lilly France SAS,Diététicien,VINCENT SEVERINE,20/05/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€214,,
Lilly France SAS,Diététicien,VINCENT SEVERINE,25/03/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€34,,
Lilly France SAS,Diététicien,VINCENT SEVERINE,20/05/2014,AUTRE : [REMBOURSEMENT FRAIS LOGISTIQUE],€154,,
Lilly France SAS,Diététicien,VINCENT SEVERINE,08/02/2014,REPAS,€48,,
Lilly France SAS,Diététicien,VINCENT SEVERINE,16/11/2013,REPAS,€59,,
Lilly France SAS,Médecin,DELACROIX HERVE,22/08/2013,REPAS,€19,,
Lilly France SAS,Médecin,LEBRUN PHILIPPE,07/11/2013,REPAS,€58,,
Lilly France SAS,Médecin,MENSIER ERIC,15/05/2014,REPAS,€23,,
Lilly France SAS,Médecin,MENSIER ERIC,22/08/2013,REPAS,€19,,
Lilly France SAS,Médecin,MENSIER ERIC,10/12/2013,REPAS,€19,,
Lilly France SAS,Pharmacien,SAILLY BENEDICTE,18/11/2013,TRANSPORT,€83,,
Lilly France SAS,Pharmacien,SAILLY BENEDICTE,17/11/2013,TRANSPORT,€83,,
LUNDBECK SAS,Médecin,BOSS VIRGINIE,06/05/2014,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
LUNDBECK SAS,Médecin,CAYET PIERRE,24/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€43,,
LUNDBECK SAS,Médecin,DEBONNE MATTHIEU,13/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,KOZAK JEROME,17/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,LEBRUN PHILIPPE,13/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€55,,
LUNDBECK SAS,Médecin,PETIT DOMINIQUE,17/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,PETIT DOMINIQUE,17/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,POISSONNIER GEORGES,14/01/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,PORICHE FREDERIC,19/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€27,,
LUNDBECK SAS,Médecin,PORICHE FREDERIC,05/12/2013,AUTRE : FRAIS DE RESTAURATION / RP,€32,,
LUNDBECK SAS,Médecin,PORICHE FREDERIC,28/11/2013,AUTRE : FRAIS DE RESTAURATION / RP,€53,,
LUNDBECK SAS,Médecin,TAREL JEAN LUC,24/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€43,,
LUNDBECK SAS,Médecin,WESTCOTT SALOMON CATHERINE,24/06/2014,AUTRE : FRAIS DE RESTAURATION / RP,€43,,
MEDACTA FRANCE,Médecin,LAFFARGUE PHILIPPE,25/10/2013,REPAS,€15,,
MEDACTA FRANCE,Médecin,LAFFARGUE PHILIPPE,15/07/2013,REPAS,€54,,
MEDA PHARMA,Médecin,DELESALLE FRANCK,28/05/2014,REPAS,€10,,
MEDA PHARMA,Médecin,DUPARC ADELINE,03/04/2014,REPAS,€23,,
MEDA PHARMA,Médecin,DUPARC ADELINE,29/08/2013,REPAS,€45,,
MEDA PHARMA,Médecin,KOZAK JEROME,25/03/2014,REPAS,€37,,
MEDA PHARMA,Médecin,KOZAK JEROME,09/07/2013,REPAS,€40,,
MEDA PHARMA,Médecin,PANNEQUIN CATHERINE,06/05/2014,REPAS,€31,,
MEDA PHARMA,Médecin,PETIT DOMINIQUE,25/03/2014,REPAS,€37,,
MEDA PHARMA,Médecin,PETIT DOMINIQUE,09/07/2013,REPAS,€16,,
MEDA PHARMA,Médecin,POISSONNIER GEORGES,09/07/2013,REPAS,€24,,
MEDEXACT,Médecin,DELESALLE FRANCK,28/03/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,FONTAINE THIERRY,27/09/2013,Autre: [Enquête],€30,,
MEDEXACT,Médecin,PANNEQUIN CATHERINE,28/05/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,ROSENBLATT RAPHAEL,03/06/2013,Autre: [Enquête],€16,,
MENARINI FRANCE,Médecin,BOUQUET YVES,05/11/2013,AUTRE : RNT,€40,,
MENARINI FRANCE,Médecin,BOUQUET YVES,27/06/2013,AUTRE : RNT,€53,,
MENARINI FRANCE,Médecin,LEBRUN PHILIPPE,15/10/2013,REPAS,€58,,
MENARINI FRANCE,Médecin,LEBRUN PHILIPPE,03/10/2013,REPAS,€55,,
MENARINI FRANCE,Médecin,POISSONNIER GEORGES,05/11/2013,AUTRE : RNT,€40,,
MENARINI FRANCE,Médecin,POISSONNIER GEORGES,27/06/2013,AUTRE : RNT,€53,,
MENARINI FRANCE,Médecin,PORICHE FREDERIC,30/01/2014,Autre : [Restauration],€40,,
MENARINI FRANCE,Médecin,PORICHE FRÉDERIC,19/09/2013,AUTRE : RNT,€35,,
MENARINI FRANCE,Médecin,WESTCOTT SALOMON CATHERINE,27/03/2014,Autre : [Restauration],€60,,
MENICON SAS,Médecin,PUECH-LEROY VIRGINE,25/02/2014,REPAS,€53,,
MERCK SERONO,Médecin,DELACROIX HERVE,17/09/2013,REPAS,€50,,
MERCK SERONO,Médecin,VANLERBERGHE DERVAUX KARINE,05/09/2013,REPAS,€19,,
MERCK SERONO,Médecin,VANLERBERGHE DERVAUX KARINE,22/10/2013,REPAS,€26,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,10/04/2014,Hébergement,€219,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,20/05/2014,Repas,€39,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,03/04/2014,Hébergement,€580,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,03/04/2014,Autre : Inscription,€71,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,03/04/2014,Transport,€589,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,03/04/2014,Hébergement,€580,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,28/01/2014,Repas,€33,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,10/04/2014,Repas,€60,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,10/04/2014,Transport,€276,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,20/05/2014,Repas,€39,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,03/04/2014,Repas,€60,,
MERZ PHARMA France,Médecin,FONTAINE THIERRY,08/03/2014,Repas,€50,,
MSD France,Infirmier,ROUSSEAUX FREDERIQUE,19/06/2012,REPAS,€44,,
MSD France,Médecin,BEHAGUE DANIEL,10/10/2013,REPAS,€55,,
MSD France,Médecin,BEHAGUE DANIEL,26/11/2013,REPAS,€40,,
MSD France,Médecin,BEHAGUE DANIEL,26/10/2012,REPAS,€39,,
MSD France,Médecin,BOUQUET YVES,15/04/2014,REPAS,€40,,
MSD France,Médecin,BOUQUET YVES,10/10/2013,REPAS,€55,,
MSD France,Médecin,CAYET PIERRE,19/11/2013,REPAS,€30,,
MSD France,Médecin,DEBRUYCKERE DAMIEN,02/10/2013,REPAS,€51,,
MSD France,Médecin,DELATTRE ARNAUD,10/10/2013,REPAS,€55,,
MSD France,Médecin,LAVENU TALBOT ANNE MARIE,02/10/2013,REPAS,€51,,
MSD France,Médecin,LEBRUN PHILIPPE,21/03/2013,HOSPITALITÉ,€56,,
MSD France,Médecin,MARX JACQUES,02/10/2013,REPAS,€51,,
MSD France,Médecin,PETIT DOMINIQUE,09/04/2013,REPAS,€40,,
MSD France,Médecin,PETIT DOMINIQUE,12/12/2013,REPAS,€54,,
MSD France,Médecin,PETIT DOMINIQUE,09/04/2013,REPAS,€40,,
MSD France,Médecin,PETIT DOMINIQUE,19/11/2013,REPAS,€32,,
MSD France,Médecin,POISSONNIER GEORGES,10/10/2013,REPAS,€55,,
MSD France,Médecin,POISSONNIER GEORGES,15/04/2014,REPAS,€40,,
MSD France,Médecin,POISSONNIER GEORGES,27/09/2013,REPAS,€50,,
MSD France,Médecin,POISSONNIER GEORGES,12/11/2013,REPAS,€37,,
MSD France,Médecin,POISSONNIER GEORGES,07/05/2013,REPAS,€40,,
MSD France,Médecin,PORICHE FREDERIC,22/03/2012,REPAS,€38,,
MSD France,Médecin,PORICHE FREDERIC,03/06/2014,REPAS,€40,,
MSD France,Médecin,PRUDHOMME PASCAL,27/11/2012,REPAS,€53,,
MSD France,Médecin,ROUSSEAUX MATHIEU,10/10/2013,REPAS,€55,,
MSD France,Médecin,TAREL JEAN LUC,26/03/2013,REPAS,€32,,
MSD France,Médecin,VANLERBERGHE DERVAUX KARINE,07/11/2013,REPAS,€48,,
MSD France,Médecin,VANLERBERGHE DERVAUX KARINE,24/05/2012,HOSPITALITE,€50,,
MSD France,Médecin,VANLERBERGHE DERVAUX KARINE,12/06/2013,REPAS,€39,,
MSD France,Médecin,VANLERBERGHE DERVAUX KARINE,26/06/2014,REPAS,€48,,
MSD France,Médecin,VANLERBERGHE DERVAUX KARINE,10/04/2014,REPAS,€55,,
MSD France,Médecin,VANLERBERGHE DERVAUX KARINE,27/11/2013,REPAS,€53,,
MUNDIPHARMA,Médecin,BEHAGUE DANIEL,04/04/2013,HOSPITALITE REUNION PROFESSIONNELLE,€55,,
MUNDIPHARMA,Médecin,BEHAGUE DANIEL,22/05/2014,REPAS,€36,,
MUNDIPHARMA,Médecin,BEHAGUE DANIEL,10/04/2014,REPAS,€49,,
MUNDIPHARMA,Médecin,BOUQUET YVES,04/04/2013,HOSPITALITE REUNION PROFESSIONNELLE,€55,,
MUNDIPHARMA,Médecin,BOUQUET YVES,13/02/2014,HOSPITALITE STAFF,€29,,
MUNDIPHARMA,Médecin,DHEEDENE GUIMIER MARJORIE,13/02/2014,HOSPITALITE STAFF,€29,,
MUNDIPHARMA,Médecin,KOZAK JEROME,04/06/2013,AUTRE : REPAS PROFESSIONNEL,€33,,
MUNDIPHARMA,Médecin,KOZAK JEROME,23/05/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,KOZAK JEROME,11/03/2014,REPAS,€30,,
MUNDIPHARMA,Médecin,PETIT DOMINIQUE,04/06/2013,AUTRE : REPAS PROFESSIONNEL,€33,,
MUNDIPHARMA,Médecin,PETIT DOMINIQUE,23/05/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,PETIT DOMINIQUE,11/03/2014,REPAS,€30,,
MUNDIPHARMA,Médecin,POISSONNIER GEORGES,04/04/2013,HOSPITALITE REUNION PROFESSIONNELLE,€55,,
MUNDIPHARMA,Médecin,POISSONNIER GEORGES,11/03/2014,REPAS,€40,,
MUNDIPHARMA,Médecin,POISSONNIER GEORGES,13/02/2014,HOSPITALITE STAFF,€29,,
MUNDIPHARMA,Médecin,POISSONNIER GEORGES,10/12/2013,REPAS,€27,,
MUNDIPHARMA,Médecin,PORICHE FREDERIC,13/02/2014,HOSPITALITE STAFF,€29,,
MUNDIPHARMA,Médecin,PRUDHOMME PASCAL,22/05/2014,REPAS,€36,,
MUNDIPHARMA,Médecin,WESTCOTT SALOMON CATHERINE,13/02/2014,HOSPITALITE STAFF,€29,,
MYLAN SAS,Pharmacien,LEVEAUX LAURENCE,16/09/2013,REPAS,€34,,
MYLAN SAS,Pharmacien,VERRIER CATHERINE,16/09/2013,REPAS,€34,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,HARY FRANCOIS,12/09/2013,REPAS,€21,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,HARY FRANCOIS,13/09/2013,DONS DE FONCTIONNEMENT,€338,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,HARY FRANCOIS,07/05/2013,DONS DE FONCTIONNEMENT,"€1,076",,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,HARY FRANCOIS,19/12/2013,REPAS,€19,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,HARY FRANCOIS,03/03/2014,REPAS,€24,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,HARY FRANCOIS,21/11/2013,REPAS,€71,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,HARY FRANCOIS,30/01/2014,REPAS,€27,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,HARY FRANCOIS,22/01/2014,REPAS,€119,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,HARY FRANCOIS,18/07/2013,REPAS,€32,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,VALETTE ANNE LAURE,19/12/2013,REPAS,€19,,
NOBEL BIOCARE FRANCE SAS,Chirurgien-dentiste,VALETTE ANNE LAURE,30/01/2014,REPAS,€27,,
NOBEL BIOCARE FRANCE SAS,Etablissement de santé,COLLEGE LILLOIS D'IMPLANTOLOGIE LILLOISE,09/12/2013,TRANSPORT,€589,,
NOVARTIS PHARMA SAS,Médecin,BEHAGUE DANIEL,30/07/2013,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,BEHAGUE DANIEL,03/12/2013,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,BOUQUET YVES,03/12/2013,Repas,€32,,
NOVARTIS PHARMA SAS,Médecin,BOUQUET YVES,30/07/2013,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,BOUQUET YVES,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CAYET PIERRE,01/10/2013,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,CODRON FRANCOIS,25/03/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GENTINA THIBAUT,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GENTINA THIBAUT,26/09/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,KOZAK JEROME,20/05/2014,Repas,€39,,
NOVARTIS PHARMA SAS,Médecin,KOZAK JEROME,22/04/2014,Repas,€47,,
NOVARTIS PHARMA SAS,Médecin,KOZAK JEROME,01/04/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,KOZAK JEROME,10/06/2014,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,KOZAK JEROME,24/09/2013,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,KOZAK JEROME,11/07/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,KOZAK JEROME,03/12/2013,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,LEBRUN PHILIPPE,13/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LEBRUN PHILIPPE,11/07/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LULUNGU MARTIN,04/02/2014,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,LULUNGU MARTIN,22/10/2013,Repas,€37,,
NOVARTIS PHARMA SAS,Médecin,PETIT DOMINIQUE,20/05/2014,Repas,€39,,
NOVARTIS PHARMA SAS,Médecin,PETIT DOMINIQUE,06/05/2014,Repas,€44,,
NOVARTIS PHARMA SAS,Médecin,PETIT DOMINIQUE,22/04/2014,Repas,€47,,
NOVARTIS PHARMA SAS,Médecin,PETIT DOMINIQUE,01/04/2014,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,PETIT DOMINIQUE,24/09/2013,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,PETIT DOMINIQUE,11/07/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PETIT DOMINIQUE,03/12/2013,Repas,€43,,
NOVARTIS PHARMA SAS,Médecin,POISSONNIER GEORGES,30/07/2013,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,POISSONNIER GEORGES,30/07/2013,Repas,€33,,
NOVARTIS PHARMA SAS,Médecin,POISSONNIER GEORGES,11/07/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,POISSONNIER GEORGES,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,PORICHE FREDERIC,14/11/2013,Repas,€36,,
NOVARTIS PHARMA SAS,Médecin,PORICHE FREDERIC,01/10/2013,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,PORICHE FREDERIC,20/03/2014,Repas,€37,,
NOVARTIS PHARMA SAS,Médecin,PORICHE FREDERIC,05/06/2014,Repas,€38,,
NOVARTIS PHARMA SAS,Médecin,PUECH LEROY VIRGINIE,13/02/2014,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,TAREL JEAN LUC,01/10/2013,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,WESTCOTT SALOMON CATHERINE,01/10/2013,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,WESTCOTT SALOMON CATHERINE,03/12/2013,Repas,€32,,
NOVARTIS PHARMA SAS,Médecin,WESTCOTT SALOMON CATHERINE,14/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Pharmacien,SAILLY BENEDICTE,13/05/2014,Autre : [Participation Evenement Scientifique],€55,,
NOVO NORDISK,Médecin,KOZAK JEROME,06/05/2014,REPAS,€60,,
NOVO NORDISK,Médecin,POISSONNIER GEORGES,22/10/2013,REPAS,€45,,
NOVO NORDISK,Médecin,POISSONNIER GEORGES,25/02/2014,REPAS,€35,,
OCP REPARTITION,Pharmacien,CRETEUR PHILIPPE,27/02/2014,REPAS,€34,,
OCP REPARTITION,Pharmacien,PAUL JOHAN,16/05/2014,REPAS,€23,,
OLYMPUS France SAS,Médecin,VAILLANT Eric,12/02/2014,REPAS,€77,,
Otsuka Pharmaceutical France SAS,Médecin,BOSS Virginie,04/07/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BOSS Virginie,01/10/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BOSS Virginie,04/07/2013,RESTAURATION,€60,,
PECH CERCIAT,Médecin,Cibot Valérie,10/12/2013,Autre : [ECHANTILLON],€40,,
PECH CERCIAT,Médecin,Colas Isabelle,02/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Fontaine Thierry,18/12/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Fontaine Thierry,27/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Leclercq-Sfez Monelle,21/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Leplat Jean,01/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Médecin,Vanlerberghe-Dervaux Karine,03/07/2013,Autre : [ECHANTILLON],€20,,
PFIZER SAS,Médecin,KOZAK JEROME,08/10/2013,Repas,€45,,
PFIZER SAS,Médecin,KOZAK JEROME,27/05/2014,REPAS,€43,,
PFIZER SAS,Médecin,PETIT DOMINIQUE,08/10/2013,Repas,€45,,
PFIZER SAS,Médecin,PETIT DOMINIQUE,27/05/2014,REPAS,€43,,
PFIZER SAS,Médecin,POISSONNIER GEORGES,04/03/2014,REPAS,€35,,
PFIZER SAS,Médecin,RIVIERE EDWIGE,15/05/2014,REPAS,€52,,
PHADIA SAS,Médecin,MARX JACQUES,11/06/2013,FRAIS DE REPAS,€37,,
PHADIA SAS,Technicien de laboratoire médical,BABIN VICTORINE,27/09/2013,FRAIS DE REPAS,€17,,
PHADIA SAS,Technicien de laboratoire médical,DAOUD CHAHRAZED,27/09/2013,FRAIS DE REPAS,€17,,
PHADIA SAS,Technicien de laboratoire médical,OLIVIER ARMELLE,27/09/2013,FRAIS DE REPAS,€17,,
PHARMA DOM,Médecin,BURE MARC,20/05/2014,DEJEUNER D'OPPORTUNITE,€12,,
PHARMA DOM,Médecin,CODRON FRANCOIS,21/11/2013,REPAS,€56,,
PHARMA DOM,Médecin,CODRON FRANCOIS,21/11/2013,HEBERGEMENT,€348,,
PHARMA DOM,Médecin,CODRON FRANCOIS,21/11/2013,TRANSPORT,€239,,
PHARMA DOM,Médecin,CODRON FRANCOIS,21/11/2013,INSCRIPTION,€280,,
PHARMA DOM,Médecin,CODRON FRANCOIS,07/10/2013,REPAS,€26,,
PHARMA DOM,Médecin,CODRON FRANCOIS,17/10/2013,DEJEUNER D'OPPORTUNITE,€26,,
PHARMA DOM,Médecin,CODRON FRANCOIS,06/06/2013,DEJEUNER D'OPPORTUNITE,€37,,
PHARMA DOM,Médecin,CODRON FRANCOIS,18/02/2014,RESTAURATION,€28,,
PHARMA DOM,Médecin,LAMBLIN CATHERINE,07/04/2014,RESTAURATION,€28,,
PHARMA DOM,Médecin,LAMBLIN CATHERINE,06/05/2014,REPAS,€55,,
PHARMA DOM,Médecin,TISON CYRILLE,06/05/2014,REPAS,€55,,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,13/10/2013,TRANSPORT,€45,,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,12/10/2013,REPAS,€31,,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,10/10/2013,REPAS,€43,,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,06/10/2013,TRANSPORT,"€1,122",,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,10/11/2012,REPAS,€17,,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,07/11/2012,REPAS,€36,,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,06/11/2012,[AUTRE] : INSCRIPTION CONGRES,€655,,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,06/11/2012,HOSPITALITE,"€2,785",,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,06/10/2013,HOSPITALITE,"€1,008",,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,06/10/2013,HOSPITALITE,"€1,008",,
PHENIX CARDIOLOGIE,Médecin,DHEEDENE MARJORIE,06/10/2013,TRANSPORT,€45,,
PHILIPS FRANCE,Médecin,FAIVRE-PIERRET MATTHIEU,20/06/2014,REPAS,€23,,
PHILIPS FRANCE,Médecin,GENTINA THIBAUT,15/06/2014,REPAS,€25,,
PHILIPS FRANCE,Médecin,GENTINA THIBAUT,30/01/2014,REPAS,€72,,
PHILIPS FRANCE,Médecin,VERCLYTTE SEBASTIEN,20/06/2014,REPAS,€23,,
PHYSIOL FRANCE,Médecin,ANNONIER PASCAL,31/12/2013,CADEAUX,€29,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,HARY FRANCOIS,21/11/2013,RESTAURATION,€50,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,HARY FRANCOIS,03/07/2013,RESTAURATION,€41,,
PIERRE FABRE MEDICAMENT,Médecin,BEHAGUE DANIEL,24/06/2014,RESTAURATION,€43,,
PIERRE FABRE MEDICAMENT,Médecin,BEHAGUE DANIEL,03/10/2012,Restauration,€116,,
PIERRE FABRE MEDICAMENT,Médecin,BEHAGUE DANIEL,03/10/2012,HÃƒÂ©bergement,€94,,
PIERRE FABRE MEDICAMENT,Médecin,BEHAGUE DANIEL,03/10/2012,Frais de dÃƒÂ©placement,€519,,
PIERRE FABRE MEDICAMENT,Médecin,BOUQUET YVES,15/10/2013,RESTAURATION,€38,,
PIERRE FABRE MEDICAMENT,Médecin,BOUQUET YVES,20/09/2012,Restauration,€42,,
PIERRE FABRE MEDICAMENT,Médecin,BOUQUET YVES,30/04/2013,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,BURETTE LEFEBVRE FREDERIQUE,16/11/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,BURETTE LEFEBVRE FREDERIQUE,12/07/2012,Restauration,€40,,
