ABBOTT FRANCE,Pharmacien,ORAZI THOMAS,28/02/2014,REPAS,€17,,
LES LABORATOIRES SERVIER,Médecin,SABBAGH JAD,13/12/2013,Repas,€39,,
Lilly France SAS,Médecin,REY ROMAIN,11/10/2013,REPAS,€20,,
Lilly France SAS,Médecin,REY ROMAIN,11/10/2013,REPAS,€20,,
Lilly France SAS,Médecin,REY ROMAIN,11/10/2013,REPAS,€20,,
LUNDBECK SAS,Médecin,AUGER SUREAUX CATHERINE,11/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€18,,
LUNDBECK SAS,Médecin,AUGER SUREAUX CATHERINE,22/01/2014,AUTRE : HOSPITALITE,"€1,169",,
LUNDBECK SAS,Médecin,AUGER SUREAUX CATHERINE,18/12/2013,AUTRE : FRAIS DE RESTAURATION / RP,€56,,
LUNDBECK SAS,Médecin,AUGER SUREAUX CATHERINE,28/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
LUNDBECK SAS,Médecin,CASSAN JEAN CHRISTOPHE,07/12/2013,AUTRE : FRAIS D HOSPITALITE / RP,€300,,
LUNDBECK SAS,Médecin,CASTANY CAMILLE,05/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€39,,
LUNDBECK SAS,Médecin,CASTANY CAMILLE,28/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
LUNDBECK SAS,Médecin,CASTANY CAMILLE,11/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€18,,
LUNDBECK SAS,Médecin,CASTELNAU CHRISTIAN,28/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
LUNDBECK SAS,Médecin,CASTELNAU CHRISTIAN,11/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€18,,
LUNDBECK SAS,Médecin,CASTELNAU CHRISTIAN,24/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
LUNDBECK SAS,Médecin,CERRATO LAURENT,24/04/2014,AUTRE : FRAIS D HOSPITALITE / RP,€21,,
LUNDBECK SAS,Médecin,CERRATO LAURENT,24/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
LUNDBECK SAS,Médecin,CONFAIS WALTON MARIE PAULE,15/01/2014,AUTRE : FRAIS DE RESTAURATION / RP,€60,,
LUNDBECK SAS,Médecin,CONFAIS WALTON MARIE PAULE,23/11/2013,AUTRE : FRAIS D HOSPITALITE / RP,€243,,
LUNDBECK SAS,Médecin,CONFAIS WALTON MARIE PAULE,17/10/2013,AUTRE : FRAIS DE RESTAURATION / RP,€58,,
LUNDBECK SAS,Médecin,CONFAIS WALTON MARIE PAULE,19/03/2014,AUTRE : FRAIS DE RESTAURATION / RP,€36,,
LUNDBECK SAS,Médecin,COSTE FRANCOIS,11/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€18,,
LUNDBECK SAS,Médecin,COSTE FRANCOIS,05/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€39,,
LUNDBECK SAS,Médecin,DUPUIS NAVAI SOPHIE,28/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
LUNDBECK SAS,Médecin,DUPUIS NAVAI SOPHIE,11/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€18,,
LUNDBECK SAS,Médecin,GRANIER HERVE,05/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€39,,
LUNDBECK SAS,Médecin,NGUYEN DUY PHUONG,12/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€45,,
LUNDBECK SAS,Médecin,NGUYEN DUY PHUONG,23/11/2013,AUTRE : FRAIS D HOSPITALITE / RP,€243,,
LUNDBECK SAS,Médecin,SABBAGH JAD,28/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
LUNDBECK SAS,Médecin,SABBAGH JAD,11/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€18,,
LUNDBECK SAS,Médecin,SABBAGH JAD,05/07/2013,AUTRE : FRAIS DE RESTAURATION / RP,€39,,
LUNDBECK SAS,Médecin,SOULIER MATTHIEU,28/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
LUNDBECK SAS,Médecin,SOULIER MATTHIEU,11/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€18,,
LUNDBECK SAS,Médecin,SULTAN JOCELYNE,28/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€16,,
LUNDBECK SAS,Médecin,SULTAN JOCELYNE,11/04/2014,AUTRE : FRAIS DE RESTAURATION / RP,€18,,
LUNDBECK SAS,Médecin,SULTAN JOCELYNE,18/12/2013,AUTRE : FRAIS DE RESTAURATION / RP,€56,,
LUNDBECK SAS,Pharmacien,HARBION NICOLE,06/09/2013,AUTRE : FRAIS DE RESTAURATION / RP,€27,,
LUNDBECK SAS,Pharmacien,HARBION NICOLE,12/02/2014,AUTRE : FRAIS DE RESTAURATION / RP,€22,,
MEDA PHARMA,Médecin,DUPUY DIDIER,21/11/2013,REPAS,€50,,
MEDA PHARMA,Médecin,GARCIA MARIE PIERRE,21/11/2013,REPAS,€50,,
MEDEXACT,Médecin,CONFAIS WALTON MARIE PAULE,15/05/2013,Autre: [Enquête],€19,,
MEDEXACT,Médecin,DAYRE DANIELLE,18/03/2013,Autre: [Enquête],€16,,
MEDEXACT,Médecin,MILLA JEAN YVES,29/05/2013,Autre: [Enquête],€16,,
MENARINI FRANCE,Médecin,CONFAIS WALTON MARIE-PAULE,03/12/2013,REPAS,€58,,
MENARINI FRANCE,Médecin,GARCIA MARIE PIERRE,08/10/2013,REPAS,€58,,
MENARINI FRANCE,Médecin,GARCIA MARIE PIERRE,05/12/2013,AUTRE : RNT,€40,,
MENARINI FRANCE,Médecin,MENARD CHRISTIAN,25/10/2013,AUTRE : RNT,€20,,
MORIA S.A.,Médecin,Plasse Annie,10/05/2014,Repas,€40,,
MSD France,Infirmier,LACOTE MIREILLE,27/11/2012,HOSPITALITE,€50,,
MSD France,Médecin,BAPIN MORENA CATHERINE,15/04/2014,REPAS,€50,,
MSD France,Médecin,BASSIME LOTFI,22/10/2012,REPAS,€31,,
MSD France,Médecin,BOISSIER JEAN PAUL,31/01/2014,REPAS,€39,,
MSD France,Médecin,CONFAIS WALTON MARIE PAULE,31/01/2014,REPAS,€39,,
MSD France,Médecin,CONFAIS WALTON MARIE PAULE,26/03/2014,REPAS,€60,,
MSD France,Médecin,CONFAIS WALTON MARIE PAULE,31/01/2014,REPAS,€39,,
MSD France,Médecin,CONFAIS WALTON MARIE PAULE,12/02/2014,REPAS,€60,,
MSD France,Médecin,CONFOLENT ANNE SOPHIE,01/03/2012,HOSPITALITE,€50,,
MSD France,Médecin,DRAY CLAUDE,15/04/2014,REPAS,€50,,
MSD France,Médecin,GARCIA MARIE PIERRE,16/01/2014,HÉBERGEMENT,€440,,
MSD France,Médecin,GARCIA MARIE PIERRE,31/01/2014,REPAS,€30,,
MSD France,Médecin,GARCIA MARIE PIERRE,17/01/2014,REPAS,€60,,
MSD France,Médecin,GARCIA MARIE PIERRE,16/01/2014,REPAS,€45,,
MSD France,Médecin,GARCIA MARIE PIERRE,16/01/2014,TRANSPORT,€347,,
MSD France,Médecin,GARCIA MARIE PIERRE,15/01/2014,INSCRIPTION,€311,,
MSD France,Médecin,MARTINEZ THIERRY,20/12/2013,REPAS,€40,,
MSD France,Médecin,MENARD CHRISTIAN,30/01/2014,HÉBERGEMENT,€243,,
MSD France,Médecin,MENARD CHRISTIAN,30/01/2014,TRANSPORT,€206,,
MSD France,Médecin,MENARD CHRISTIAN,30/01/2014,REPAS,€46,,
MSD France,Médecin,MENARD CHRISTIAN,30/01/2014,INSCRIPTION,€410,,
MSD France,Médecin,MOUSSAVI SEYED JAMAL,22/10/2012,REPAS,€31,,
MSD France,Médecin,PAILLARGUELO CHRISTIAN,14/11/2013,HOSPITALITE,€527,,
MSD France,Médecin,PUECH JACQUOT NICOLE,19/11/2013,REPAS,€54,,
MSD France,Médecin,RESCHOFSKY MERCIER CATHERINE,31/01/2014,REPAS,€30,,
MSD France,Médecin,TOUZERY DANIELLE,25/09/2013,REPAS,€60,,
MSD France,Médecin,TOUZERY DANIELLE,24/06/2014,REPAS,€54,,
MSD France,Pharmacien,MANDEIX MATHIEU,19/06/2014,REPAS,€35,,
MUNDIPHARMA,Médecin,ANSELME DENISE,16/05/2013,HOSPITALITE REUNION PROFESSIONNELLE,€25,,
MUNDIPHARMA,Médecin,BOULOT PIERRE BERNARD,16/05/2013,HOSPITALITE REUNION PROFESSIONNELLE,€25,,
MUNDIPHARMA,Médecin,CAYLA JEAN PAUL,16/05/2013,HOSPITALITE REUNION PROFESSIONNELLE,€25,,
MUNDIPHARMA,Médecin,CONFAIS WALTON MARIE PAULE,16/05/2013,HOSPITALITE REUNION PROFESSIONNELLE,€25,,
MUNDIPHARMA,Médecin,JACQUOT PUECH NICOLE,15/04/2014,HEBERGEMENT,€660,,
MUNDIPHARMA,Médecin,JACQUOT PUECH NICOLE,15/04/2014,TRANSPORT,€607,,
MUNDIPHARMA,Médecin,JACQUOT PUECH NICOLE,15/04/2014,REPAS,€110,,
MUNDIPHARMA,Médecin,JACQUOT PUECH NICOLE,15/04/2014,INSCRIPTION,€312,,
MUNDIPHARMA,Médecin,MARTINEZ THIERRY,16/05/2013,HOSPITALITE REUNION PROFESSIONNELLE,€25,,
MUNDIPHARMA,Médecin,MILLA JEAN YVES,16/05/2013,HOSPITALITE REUNION PROFESSIONNELLE,€25,,
MUNDIPHARMA,Médecin,MINERAUD BOULOT ISABELLE,16/05/2013,HOSPITALITE REUNION PROFESSIONNELLE,€25,,
MUNDIPHARMA,Pharmacien,POUDEROUX CATHERINE,16/05/2013,HOSPITALITE REUNION PROFESSIONNELLE,€25,,
MYLAN SAS,Pharmacien,MASSEI ROMAIN,19/06/2014,REPAS,€50,,
MYLAN SAS,Pharmacien,MASSEI ROMAIN,19/02/2014,REPAS,€39,,
MYLAN SAS,Pharmacien,MASSEI ROMAIN,10/04/2014,REPAS,€37,,
MYLAN SAS,Pharmacien,MASSEI ROMAIN,04/07/2013,REPAS,€42,,
MYLAN SAS,Pharmacien,MASSEI ROMAIN,18/09/2013,REPAS,€20,,
MYLAN SAS,Pharmacien,MASSEI ROMAIN,19/02/2014,REPAS,€39,,
MYLAN SAS,Pharmacien,SERRE SANDRINE,19/02/2014,REPAS,€39,,
MYLAN SAS,Pharmacien,SERRE SANDRINE,19/06/2014,REPAS,€50,,
MYLAN SAS,Pharmacien,SERRE SANDRINE,04/07/2013,REPAS,€42,,
MYLAN SAS,Pharmacien,SERRE SANDRINE,18/09/2013,REPAS,€20,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ATGER AUDREY,04/07/2013,REPAS,€42,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,DACQUIN ANGELIQUE,04/07/2013,REPAS,€42,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,EYSETTE CHRISTELLE,04/07/2013,REPAS,€42,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GARCIA MELISSA,04/07/2013,REPAS,€42,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MAURICE LEATICIA,04/07/2013,REPAS,€42,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,RAMOUDOU CAROLE,04/07/2013,REPAS,€42,,
NORDIC PHARMA SAS,Pharmacien,DEROUDILHE JOELLE,19/12/2013,Repas,€56,,
NORGINE PHARMA,Médecin,DRAY CLAUDE,22/05/2014,RESTAURATION,€32,,
NOVARTIS PHARMA SAS,Médecin,ANSELME DENISE,28/11/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,ANSELME DENISE,03/04/2014,Autre : [Participation Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,BOISSIER JEAN PAUL,28/11/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,BOULOT PIERRE BERNARD,08/04/2014,Autre : [Participation Evenement Scientifique],€31,,
NOVARTIS PHARMA SAS,Médecin,BOULOT PIERRE BERNARD,21/11/2013,Repas,€31,,
NOVARTIS PHARMA SAS,Médecin,BOULOT PIERRE BERNARD,03/04/2014,Autre : [Participation Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,CASSAN JEAN CHRISTOPHE,28/03/2014,Repas,€48,,
NOVARTIS PHARMA SAS,Médecin,CASSAN JEAN CHRISTOPHE,28/03/2014,Repas,€48,,
NOVARTIS PHARMA SAS,Médecin,CONFAIS WALTON MARIE PAULE,04/06/2014,Repas,€36,,
NOVARTIS PHARMA SAS,Médecin,CONFAIS WALTON MARIE PAULE,28/11/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,CONFAIS WALTON MARIE PAULE,03/04/2014,Autre : [Participation Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,CONFOLENT ANNE SOPHIE,17/10/2013,Repas,€16,,
NOVARTIS PHARMA SAS,Médecin,CONFOLENT ANNE SOPHIE,16/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CONFOLENT ANNE SOPHIE,20/02/2014,Repas,€18,,
NOVARTIS PHARMA SAS,Médecin,GARAYT DIDIER,21/11/2013,Repas,€31,,
NOVARTIS PHARMA SAS,Médecin,GARCIA MARIE PIERRE,31/08/2013,Hébergement,€640,,
NOVARTIS PHARMA SAS,Médecin,GARCIA MARIE PIERRE,17/04/2014,Repas,€39,,
NOVARTIS PHARMA SAS,Médecin,GARCIA MARIE PIERRE,31/08/2013,Autre : [Inscription Evenement Scientifique],€600,,
NOVARTIS PHARMA SAS,Médecin,GARCIA MARIE PIERRE,31/08/2013,Transport,€864,,
NOVARTIS PHARMA SAS,Médecin,GARCIA MARIE PIERRE,07/11/2013,Repas,€45,,
NOVARTIS PHARMA SAS,Médecin,GUILLAUME ORAZI CATHERINE,03/04/2014,Autre : [Participation Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,GUILLAUME ORAZI CATHERINE,28/11/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,MARTINEZ THIERRY,27/09/2013,Repas,€47,,
NOVARTIS PHARMA SAS,Médecin,MINERAUD BOULOT ISABELLE,08/04/2014,Autre : [Participation Evenement Scientifique],€31,,
NOVARTIS PHARMA SAS,Médecin,MITERMITE NADINE,07/10/2013,Hébergement,€608,,
NOVARTIS PHARMA SAS,Médecin,ORAZI XAVIER,03/04/2014,Autre : [Participation Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,ORAZI XAVIER,28/11/2013,Autre : [Hospitalité Evenement Scientifique],€45,,
NOVARTIS PHARMA SAS,Médecin,PAILLARGUELO CHRISTIAN,03/04/2014,Autre : [Participation Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Médecin,PUECH JACQUOT NICOLE,03/12/2013,Autre : [Hospitalité Evenement Scientifique],€54,,
NOVARTIS PHARMA SAS,Médecin,RESCHOFSKY MERCIER CATHERINE,06/02/2014,Autre : [Participation Evenement Scientifique],€54,,
NOVARTIS PHARMA SAS,Médecin,REY ROMAIN,21/11/2013,Repas,€31,,
NOVARTIS PHARMA SAS,Médecin,STEMER PHILIPPE,21/11/2013,Repas,€31,,
NOVARTIS PHARMA SAS,Médecin,TOUZERY BERTRAND,16/11/2013,Repas,€68,,
NOVARTIS PHARMA SAS,Pharmacien,MASSEI ROMAIN,03/04/2014,Autre : [Participation Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Pharmacien,VALENTIN MAGALI,03/04/2014,Autre : [Participation Evenement Scientifique],€50,,
NOVARTIS PHARMA SAS,Pharmacien,WARNET MARIE HELENE,03/04/2014,Autre : [Participation Evenement Scientifique],€50,,
Otsuka Pharmaceutical France SAS,Infirmier,MIGEOT Martine,15/11/2013,RESTAURATION,€24,,
Otsuka Pharmaceutical France SAS,Infirmier,MOY Sabrina,15/11/2013,RESTAURATION,€24,,
Otsuka Pharmaceutical France SAS,Infirmier,PONCE Elodie,15/11/2013,RESTAURATION,€24,,
Otsuka Pharmaceutical France SAS,Infirmier,RIBET Jacques,15/11/2013,RESTAURATION,€24,,
Otsuka Pharmaceutical France SAS,Médecin,BATLAJ LOVICHI Monique,16/12/2013,RESTAURATION,€25,,
Otsuka Pharmaceutical France SAS,Médecin,BOLAND Stephanie,10/10/2013,RESTAURATION,€46,,
Otsuka Pharmaceutical France SAS,Médecin,BOLAND STEPHANIE,17/04/2014,Repas,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BOLAND Stephanie,29/10/2013,RESTAURATION,€43,,
Otsuka Pharmaceutical France SAS,Médecin,BOLAND STEPHANIE,20/02/2014,Repas,€50,,
Otsuka Pharmaceutical France SAS,Médecin,BOLAND Stephanie,19/12/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BOLAND Stephanie,06/12/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,BOLAND Stephanie,29/10/2013,RESTAURATION,€43,,
Otsuka Pharmaceutical France SAS,Médecin,LARUE Aurore,18/12/2013,RESTAURATION,€60,,
Otsuka Pharmaceutical France SAS,Médecin,SABBAGH Jad,28/03/2014,HEBERGEMENT,€170,,
Otsuka Pharmaceutical France SAS,Médecin,SABBAGH Jad,29/03/2014,REPAS,€52,,
Otsuka Pharmaceutical France SAS,Médecin,SABBAGH Jad,28/03/2014,REPAS,€52,,
Otsuka Pharmaceutical France SAS,Médecin,SULTAN JOCELYNE,20/02/2014,Repas,€50,,
PAUL HARTMANN SA,Pharmacien,MASSEI ROMAIN,28/05/2014,Repas,€19,,
PAUL HARTMANN SA,Pharmacien,ORAZI DAMIEN,30/04/2014,Repas,€26,,
PAUL HARTMANN SA,Pharmacien,ORAZI DUHAUTOY CAROLINE,30/04/2014,Repas,€26,,
PAUL HARTMANN SA,Pharmacien,SERRE SANDRINE,28/05/2014,Repas,€19,,
PECH CERCIAT,Médecin,Delolme Laure,04/10/2013,Autre : [ECHANTILLON],€46,,
PECH CERCIAT,Médecin,Delolme Laure,04/10/2013,Autre : [ECHANTILLON],€25,,
PECH CERCIAT,Sage-femme,Bologna Christine,10/10/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Di Martino Nathalie,20/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Guidicelli Emmanuelle,20/09/2013,Autre : [ECHANTILLON],€20,,
PECH CERCIAT,Sage-femme,Ruiz Véronique,10/10/2013,Autre : [ECHANTILLON],€20,,
PFIZER SAS,Médecin,BRUN AMELIE,03/12/2013,AUTRE: INSCRIPTION,€290,,
PFIZER SAS,Médecin,BRUN AMELIE,03/12/2013,TRANSPORT,€14,,
PFIZER SAS,Médecin,BRUN AMELIE,03/12/2013,HEBERGEMENT,€400,,
PFIZER SAS,Médecin,Brun Amelie,14/09/2013,HEBERGEMENT,€161,,
PFIZER SAS,Médecin,BRUN AMELIE,03/12/2013,HEBERGEMENT,€400,,
PFIZER SAS,Médecin,GARCIA MARIE PIERRE,24/04/2014,REPAS,€57,,
PFIZER SAS,Médecin,TOUZERY DANIELLE,12/04/2014,TRANSPORT,€52,,
PFIZER SAS,Médecin,TOUZERY DANIELLE,12/04/2014,REPAS,€141,,
PFIZER SAS,Médecin,Touzery Danielle,14/09/2013,HEBERGEMENT,€161,,
PFIZER SAS,Médecin,Touzery Danielle,14/09/2013,REPAS,€110,,
PFIZER SAS,Médecin,TOUZERY DANIELLE,12/04/2014,REPAS,€141,,
PFIZER SAS,Médecin,TOUZERY DANIELLE,12/04/2014,TRANSPORT,€52,,
PFIZER SAS,Médecin,TOUZERY DANIELLE,12/04/2014,HEBERGEMENT,€180,,
PFIZER SAS,Médecin,TOUZERY DANIELLE,12/04/2014,HEBERGEMENT,€180,,
PHADIA SAS,Médecin,PUECH_JACQUOT NICOLE,13/02/2014,REPAS,€36,,
PHADIA SAS,Médecin,VACHER JEAN_LUC,13/02/2014,REPAS,€36,,
PHARMA DOM,Médecin,GARCIA MARIE PIERRE,30/04/2014,DEJEUNER D'OPPORTUNITE,€48,,
PHONAK FRANCE,Audioprothésiste,LEJEUNE SEBASTIEN,27/11/2013,REPAS,€50,,
PHYSIOL FRANCE,Médecin,MOUSSAVI SEYED,12/06/2014,HOSPITALITE,€564,,
PHYSIOL FRANCE,Médecin,MOUSSAVI SEYED,22/07/2013,REPAS,€17,,
PHYSIOL FRANCE,Médecin,PLASSE GANDOLFO ANNIE,14/05/2014,HOSPITALITE,"€1,301",,
Pierre Fabre Dermo-Cosmétique,Médecin,ANSELME DENISE,04/02/2014,RESTAURATION,€56,,
Pierre Fabre Dermo-Cosmétique,Médecin,BERARDI ANNE,04/02/2014,RESTAURATION,€56,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,CASES OLIVIER,25/03/2014,RESTAURATION,€12,,
Pierre Fabre Dermo-Cosmétique,Pharmacien,MAGOUS ARNAUD,11/12/2013,RP,€48,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,BRECHET DIDIER,05/07/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Chirurgien-dentiste,OLIVIER JEROME,05/07/2012,Restauration,€30,,
PIERRE FABRE MEDICAMENT,Médecin,ANSELME DENISE,05/07/2013,RESTAURATION,€47,,
PIERRE FABRE MEDICAMENT,Médecin,ANSELME DENISE,30/08/2012,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,BERARDI ANNE,04/03/2013,Restauration,€23,,
PIERRE FABRE MEDICAMENT,Médecin,BOISSIER JEAN PAUL,11/10/2012,Restauration,€132,,
PIERRE FABRE MEDICAMENT,Médecin,BOISSIER JEAN PAUL,11/10/2012,HÃƒÂ©bergement,€112,,
PIERRE FABRE MEDICAMENT,Médecin,BOISSIER JEAN PAUL,11/10/2012,Frais de dÃƒÂ©placement,€19,,
PIERRE FABRE MEDICAMENT,Médecin,BOULOT PIERRE BERNARD,15/06/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,CAUMON THIERRY,12/01/2012,Restauration,€20,,
PIERRE FABRE MEDICAMENT,Médecin,CONFAIS WALTON MARIE PAULE,17/04/2013,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,CONFAIS WALTON MARIE PAULE,18/01/2012,Restauration,€51,,
PIERRE FABRE MEDICAMENT,Médecin,DAUTHEVILLE PRISCA,27/06/2013,Restauration,€36,,
PIERRE FABRE MEDICAMENT,Médecin,DAUTHEVILLE PRISCA,24/04/2014,RESTAURATION,€44,,
PIERRE FABRE MEDICAMENT,Médecin,GARCIA MARIE PIERRE,15/02/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,GUILLAUME ORAZI CATHERINE,05/07/2013,RESTAURATION,€47,,
PIERRE FABRE MEDICAMENT,Médecin,JREIDINI SAMI,14/06/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Médecin,MANN JOELLE,03/05/2012,Restauration,€42,,
PIERRE FABRE MEDICAMENT,Médecin,MARTINEZ THIERRY,17/04/2013,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,MARTINEZ THIERRY,25/10/2012,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,MARTINEZ THIERRY,17/04/2013,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,MENARD CHRISTIAN,26/01/2012,Restauration,€15,,
PIERRE FABRE MEDICAMENT,Médecin,MENARD CHRISTIAN,10/01/2014,RESTAURATION,€25,,
PIERRE FABRE MEDICAMENT,Médecin,MILLA JEAN YVES,05/07/2013,RESTAURATION,€47,,
PIERRE FABRE MEDICAMENT,Médecin,MILLA YVAN,05/07/2013,RESTAURATION,€47,,
PIERRE FABRE MEDICAMENT,Médecin,ORAZI XAVIER,05/07/2013,RESTAURATION,€47,,
PIERRE FABRE MEDICAMENT,Médecin,PAILLARGUELO CHRISTIAN,15/06/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,PAILLARGUELO CHRISTIAN,15/05/2013,Restauration,€53,,
PIERRE FABRE MEDICAMENT,Médecin,PUECH JACQUOT NICOLE,19/06/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,PUECH JACQUOT NICOLE,22/02/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,PUECH JACQUOT NICOLE,18/09/2012,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,PUECH JACQUOT NICOLE,15/11/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,PUECH JACQUOT NICOLE,02/07/2013,RESTAURATION,€41,,
PIERRE FABRE MEDICAMENT,Médecin,RESCHOFSKY MERCIER CATHERINE,15/02/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,REY ROMAIN,15/06/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,STEMER PHILIPPE,18/01/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,STEMER PHILIPPE,06/02/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,STEMER PHILIPPE,15/06/2012,Restauration,€25,,
PIERRE FABRE MEDICAMENT,Médecin,TOUZERY BERTRAND,15/11/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,TOUZERY BERTRAND,15/11/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,TOUZERY BERTRAND,18/03/2014,RESTAURATION,€58,,
PIERRE FABRE MEDICAMENT,Médecin,TOUZERY DANIELLE,15/11/2012,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Médecin,TOUZERY DANIELLE,18/03/2014,RESTAURATION,€58,,
PIERRE FABRE MEDICAMENT,Pharmacien,MALLIE THOMAS,02/04/2013,Restauration,€19,,
PIERRE FABRE MEDICAMENT,Pharmacien,OLIVIER NICOLE,01/06/2012,Restauration,€56,,
RB Pharmaceuticals France,Infirmier,TAILLEFER Delphine,22/05/2014,Repas,€33,,
RB Pharmaceuticals France,Médecin,BOULOT Pierre bernard,22/05/2014,Repas,€33,,
RB Pharmaceuticals France,Médecin,MINERAUD BOULOT Isabelle,22/05/2014,Repas,€33,,
RB Pharmaceuticals France,Médecin,SOUSTELLE Christian,22/05/2014,Repas,€33,,
RB Pharmaceuticals France,Pharmacien,FERRIE Marie anne,22/05/2014,Repas,€33,,
RB Pharmaceuticals France,Pharmacien,JAVAUX Veronique,22/05/2014,Repas,€33,,
RB Pharmaceuticals France,Pharmacien,JORY Sandrine,22/05/2014,Repas,€33,,
RESEARCH NOW SAS,Médecin,baggieri gerald,15/11/2013,enquête,€17,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,BENAMOUR EMELINE,24/06/2014,REPAS,€41,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,FABRE AURELIE,24/06/2014,REPAS,€41,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,GALI FRANCOISE,11/12/2013,REPAS,€26,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,WOLFF MARIE LAURE,11/12/2013,REPAS,€26,,
ROCHE DIAGNOSTICS FRANCE,Pharmacien,WOLFF MICHEL,11/12/2013,REPAS,€26,,
ROCHE DIAGNOSTICS FRANCE,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CARAYON NADIA,11/12/2013,REPAS,€26,,
ROCHE SAS,Médecin,BRUN AMELIE,17/06/2014,Repas,€60,,
ROCHE SAS,Médecin,TOUZERY DANIELLE,10/10/2013,Repas,€36,,
