AbbVie,Médecin,HOULZET GUY,17/06/2014,REPAS,€17,,
MSD France,Pharmacien,LECLERCQ DEVILLERS FLORENCE,19/06/2014,REPAS,€60,,
MSD France,Pharmacien,LECLERCQ DEVILLERS FLORENCE,19/06/2014,HÉBERGEMENT,€145,,
MSD France,Pharmacien,LECLERCQ DEVILLERS FLORENCE,19/06/2014,TRANSPORT,€524,,
MSD France,Pharmacien,LECLERCQ DEVILLERS FLORENCE,19/06/2014,REPAS,€40,,
MSD France,Pharmacien,TELLIEZ PHILIPPE,24/10/2012,REPAS,€37,,
MUNDIPHARMA,Médecin,CAPELLE MONNOT CLAIRE,13/05/2013,AUTRE : REPAS PROFESSIONNEL,€23,,
MUNDIPHARMA,Médecin,DEKLUNDER PIERRE YVES,13/03/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,DEKLUNDER PIERRE YVES,13/02/2014,REPAS,€50,,
MUNDIPHARMA,Médecin,FRANCK CECILE,13/05/2013,AUTRE : REPAS PROFESSIONNEL,€23,,
MUNDIPHARMA,Médecin,FRANCK CECILE,07/03/2013,HOSPITALITE REUNION PROFESSIONNELLE,€45,,
MUNDIPHARMA,Médecin,FRANCK CECILE,13/06/2013,INSCRIPTION,€370,,
MUNDIPHARMA,Médecin,GRAFF DRUANT CAROLINE,13/05/2013,AUTRE : REPAS PROFESSIONNEL,€23,,
MUNDIPHARMA,Médecin,KARIMO AMER,27/06/2014,HEBERGEMENT,€220,,
MUNDIPHARMA,Médecin,KARIMO AMER,27/06/2014,REPAS,€55,,
MUNDIPHARMA,Médecin,KARIMO AMER,27/06/2014,REPAS,€10,,
MUNDIPHARMA,Médecin,KARIMO AMER,27/06/2014,TRANSPORT,€230,,
MUNDIPHARMA,Médecin,KARIMO AMER,02/02/2013,PLATEAUX REPAS  CONGRES,€14,,
MUNDIPHARMA,Médecin,LEBON CAROLINE,13/05/2013,AUTRE : REPAS PROFESSIONNEL,€23,,
MUNDIPHARMA,Médecin,MONNOT HENRY,15/05/2014,REPAS,€25,,
MUNDIPHARMA,Médecin,ROCHE MAQUET VIRGINIE,07/03/2013,HOSPITALITE REUNION PROFESSIONNELLE,€45,,
MUNDIPHARMA,Médecin,SCHIETTECATTE JEAN,07/03/2013,HOSPITALITE REUNION PROFESSIONNELLE,€45,,
MUNDIPHARMA,Médecin,SCHIETTECATTE JEAN,06/03/2014,REPAS,€55,,
NIPRO FRANCE,Médecin,MESSIER GILLES,14/03/2014,REPAS,€11,,
NORGINE PHARMA,Médecin,AL GHOSSAINI NAJIB,14/11/2013,INSCRIPTION CONGRES,€982,,
NORGINE PHARMA,Médecin,LEROY DOUCY MARYVONNE,01/02/2014,RESTAURATION,€58,,
NORGINE PHARMA,Médecin,LEROY DOUCY MARYVONNE,01/02/2014,HÉBERGEMENT,€162,,
NORGINE PHARMA,Médecin,RIDAO ANNE SOPHIE,28/03/2014,TRAITEUR,€19,,
NOVARTIS PHARMA SAS,Médecin,HERLEM MUSSCHOOT AURELIE,03/10/2013,Repas,€28,,
NOVARTIS PHARMA SAS,Médecin,KARIMO AMER,31/01/2014,Repas,€46,,
NOVARTIS PHARMA SAS,Médecin,KARIMO AMER,07/09/2013,Autre : [Inscription Evenement Scientifique],€685,,
NOVARTIS PHARMA SAS,Médecin,KARIMO AMER,07/09/2013,Hébergement,€681,,
NOVARTIS PHARMA SAS,Médecin,KARIMO AMER,07/09/2013,Repas,€147,,
NOVARTIS PHARMA SAS,Médecin,KARIMO AMER,07/09/2013,Transport,€852,,
NOVARTIS PHARMA SAS,Médecin,MESSIER GILLES,21/03/2014,Repas,€10,,
NOVARTIS PHARMA SAS,Médecin,STIEVENARD DENIS,15/11/2013,Hébergement,€175,,
NOVARTIS PHARMA SAS,Médecin,STIEVENARD DENIS,15/11/2013,Repas,€121,,
NOVO NORDISK,Infirmier,BARBET STEPHANIE,08/01/2014,REPAS,€49,,
NOVO NORDISK,Infirmier,BARBET STEPHANIE,17/10/2013,REPAS,€24,,
NOVO NORDISK,Infirmier,LION PAULETTE,05/09/2013,REPAS,€18,,
NOVO NORDISK,Infirmier,LION PAULETTE,17/10/2013,REPAS,€24,,
NOVO NORDISK,Médecin,AHMAD HASSAN RIMA,28/03/2014,REPAS,€60,,
NOVO NORDISK,Médecin,BOULANGER PHILIPPE,15/05/2014,REPAS,€59,,
NOVO NORDISK,Médecin,CERDAC ALINA,21/11/2013,REPAS,€24,,
NOVO NORDISK,Médecin,HEDOUIN MARTINE,15/05/2014,REPAS,€59,,
NOVO NORDISK,Médecin,IBOUANGA FLORENT,20/03/2014,REPAS,€18,,
NOVO NORDISK,Médecin,IBOUANGA FLORENT,15/05/2014,REPAS,€59,,
NOVO NORDISK,Médecin,IBOUANGA FLORENT,05/09/2013,REPAS,€18,,
NOVO NORDISK,Médecin,IBOUANGA FLORENT,20/02/2014,REPAS,€49,,
NOVO NORDISK,Médecin,IBOUANGA FLORENT,20/03/2014,REPAS,€18,,
NOVO NORDISK,Médecin,IBOUANGA FLORENT,08/01/2014,REPAS,€49,,
NOVO NORDISK,Médecin,IOOS EMMANUELLE,21/10/2013,REPAS,€35,,
NOVO NORDISK,Médecin,IOOS EMMANUELLE,04/04/2014,REPAS,€43,,
NOVO NORDISK,Médecin,MONTREUIL GHISLAIN,20/02/2014,REPAS,€49,,
NOVO NORDISK,Médecin,MONTREUIL GHISLAIN,17/10/2013,REPAS,€24,,
NOVO NORDISK,Médecin,MONTREUIL GHISLAIN,05/09/2013,REPAS,€18,,
NOVO NORDISK,Médecin,MONTREUIL GHISLAIN,25/07/2013,REPAS,€53,,
OXYPHARM,Pharmacien,DERAMBURE CORINNE,13/11/2012,REPAS,€21,,
OXYPHARM,Pharmacien,DERAMBURE CORINNE,18/12/2013,REPAS,€19,,
PFIZER SAS,Infirmier,LEROY KARINE,03/10/2013,Repas,€13,,
PFIZER SAS,Médecin,CAPELLE MONNOT CLAIRE,03/10/2013,Repas,€13,,
PFIZER SAS,Médecin,CAPELLE MONNOT CLAIRE,31/05/2013,AUTRE: INSCRIPTION,€65,,
PFIZER SAS,Médecin,DACQUIGNY BAUDE LAETITIA,07/11/2013,Repas,€20,,
PFIZER SAS,Médecin,DELVALLE JUSTINE,14/10/2013,Repas,€10,,
PFIZER SAS,Médecin,DERMESROPIAN JACQUES SIMON,03/10/2013,Repas,€13,,
PFIZER SAS,Médecin,GRAFF DRUANT CAROLINE,03/10/2013,Repas,€13,,
PFIZER SAS,Médecin,HENDRYCKS ANTHONY,28/06/2013,Repas,€23,,
PFIZER SAS,Médecin,HERLEM MUSSCHOOT AURELIE,07/11/2013,Repas,€20,,
PFIZER SAS,Médecin,MARTIN BOUYER FOSTIER VERONIQUE,07/11/2013,Repas,€20,,
PFIZER SAS,Médecin,RITAINE Roland,08/06/2013,TRANSPORT,€195,,
PFIZER SAS,Médecin,RITAINE Roland,08/06/2013,HEBERGEMENT,€190,,
PFIZER SAS,Médecin,RITAINE Roland,08/06/2013,REPAS,€120,,
PFIZER SAS,Médecin,SEKET BELHASSEN,03/10/2013,Repas,€13,,
PHILIPS FRANCE,Masseur-kinésithérapeute,DELHAYE RUDY,07/02/2014,REPAS,€11,,
PHILIPS FRANCE,Masseur-kinésithérapeute,MAGNIER CLAUDE,07/02/2014,REPAS,€11,,
PHILIPS FRANCE,Masseur-kinésithérapeute,REGNIEZ VALERIE,10/04/2014,AUTRE:FRAIS INSCRIPTION,€750,,
PHILIPS FRANCE,Masseur-kinésithérapeute,REGNIEZ VALERIE,07/02/2014,REPAS,€11,,
PHILIPS FRANCE,Masseur-kinésithérapeute,REGNIEZ VALERIE,10/04/2014,REPAS,€55,,
PIERRE FABRE MEDICAMENT,Médecin,DEKLUNDER PIERRE YVES,22/03/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,DEKLUNDER PIERRE YVES,09/03/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,DEKLUNDER PIERRE YVES,14/03/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,DEKLUNDER PIERRE YVES,12/01/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,DELOT JEAN FRANCOIS,15/11/2012,Restauration,€38,,
PIERRE FABRE MEDICAMENT,Médecin,FOUR GWLADYS,17/04/2014,RESTAURATION,€39,,
PIERRE FABRE MEDICAMENT,Médecin,GUETTARI RABBAH,05/12/2012,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,KARIMO AMER,14/06/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,MANIEZ YVES,14/03/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,MARTIN BOUYER FOSTIER VERONIQUE,05/07/2013,RESTAURATION,€28,,
PIERRE FABRE MEDICAMENT,Médecin,MARTIN BOUYER FOSTIER VERONIQUE,16/05/2014,RESTAURATION,€30,,
PIERRE FABRE MEDICAMENT,Médecin,MARTIN BOUYER FOSTIER VERONIQUE,22/06/2012,Restauration,€26,,
PIERRE FABRE MEDICAMENT,Médecin,MARTIN BOUYER FOSTIER VERONIQUE,16/11/2012,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,MONTREUIL GHISLAIN,06/06/2013,Restauration,€60,,
PIERRE FABRE MEDICAMENT,Médecin,MUJ SEMIDA,10/06/2014,RESTAURATION,€26,,
PIERRE FABRE MEDICAMENT,Médecin,MUJ SEMIDA,10/06/2014,RESTAURATION,€26,,
PIERRE FABRE MEDICAMENT,Médecin,RICHARD PHILIPPE,14/06/2012,Restauration,€24,,
PIERRE FABRE MEDICAMENT,Médecin,SCHIETTECATTE JEAN,09/03/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,SCHIETTECATTE JEAN,22/03/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,VAN HOUCKE GERARD,12/01/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,VAN HOUCKE GERARD,14/03/2013,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Pharmacien,TELLIEZ PHILIPPE,22/03/2012,Restauration,€45,,
RB Pharmaceuticals France,Infirmier,RUCKEBUSCH Veronique,17/06/2014,Repas,€43,,
RB Pharmaceuticals France,Médecin,DELOT Jean francois,26/09/2013,Repas,€30,,
RB Pharmaceuticals France,Médecin,DELOT Jean francois,17/06/2014,Repas,€43,,
RB Pharmaceuticals France,Médecin,DERVITE VAUSSOUE Frederique,26/09/2013,Repas,€30,,
RB Pharmaceuticals France,Médecin,DERVITE VAUSSOUE Frederique,17/06/2014,Repas,€43,,
RB Pharmaceuticals France,Médecin,LEROY Martine,17/06/2014,Repas,€43,,
RB Pharmaceuticals France,Médecin,LEROY Martine,26/09/2013,Repas,€30,,
RB Pharmaceuticals France,Médecin,RITAINE Roland,17/06/2014,Repas,€43,,
RB Pharmaceuticals France,Médecin,RITAINE Roland,26/09/2013,Repas,€30,,
RB Pharmaceuticals France,Médecin,SARASY Francois,17/06/2014,Repas,€43,,
RESEARCH NOW SAS,Médecin,EL MESSAOUDI MOHAMMED,17/01/2013,enquête,€23,,
RESMED SAS,Masseur-kinésithérapeute,MAGNIER CLAUDE,18/04/2014,Repas,€26,,
RESMED SAS,Masseur-kinésithérapeute,REIGNIER VALERIE,18/04/2014,Repas,€26,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,AZELART JUSTINE,06/03/2014,REPAS,€18,,
ROCHE DIAGNOSTICS FRANCE,Infirmier,BARBET STEPHANIE,06/03/2014,REPAS,€18,,
ROCHE SAS,Infirmier,BERNARD MARIE PIERRE,05/09/2013,Repas,€20,,
ROCHE SAS,Infirmier,DUBERNARD CORINNE,05/09/2013,Repas,€20,,
ROCHE SAS,Infirmier,FEVRIER MARTINE,05/09/2013,Repas,€20,,
ROCHE SAS,Infirmier,HIOT LEONIE,05/09/2013,Repas,€20,,
ROCHE SAS,Médecin,CACCIAPALLE FLAVIEN,22/05/2014,Repas,€60,,
ROCHE SAS,Médecin,CAPELLE MONNOT CLAIRE,05/09/2013,Repas,€20,,
ROCHE SAS,Médecin,CAPELLE MONNOT CLAIRE,22/05/2014,Repas,€60,,
ROCHE SAS,Médecin,FRAISSINET ALICE,15/05/2014,Repas,€25,,
ROCHE SAS,Médecin,GRAFF DRUANT CAROLINE,22/05/2014,Repas,€60,,
ROCHE SAS,Médecin,KARIMO AMER,20/09/2013,Repas,€60,,
ROCHE SAS,Médecin,KARIMO AMER,20/09/2013,Transport,€19,,
ROCHE SAS,Médecin,KARIMO AMER,20/09/2013,Repas,€60,,
ROCHE SAS,Médecin,KARIMO AMER,21/09/2013,Repas,€55,,
ROCHE SAS,Médecin,KARIMO AMER,20/09/2013,Transport,€253,,
ROCHE SAS,Médecin,MONNOT HENRY,17/01/2014,Transport,€242,,
ROCHE SAS,Médecin,MONNOT HENRY,17/01/2014,Repas,€65,,
ROTTAPHARM SAS,Médecin,BOULYANA MOHAMED,19/12/2013,AUTRE: DEJEUNER,€32,,
SANOFI AVENTIS FRANCE,Etudiant,COCHE CAROLINE,13/02/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Etudiant,HENDRYCKS ANTHONY,13/02/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Infirmier,BARBET STEPHANIE,12/09/2013,Restauration,€18,,
SANOFI AVENTIS FRANCE,Infirmier,BARBET STEPHANIE,03/10/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Infirmier,BEAUCHAMP MYRIAM,18/02/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Infirmier,DECOBERT MICHAEL,12/11/2013,Restauration,€16,,
SANOFI AVENTIS FRANCE,Infirmier,EVRARD CHRISTINE,12/11/2013,Restauration,€16,,
SANOFI AVENTIS FRANCE,Infirmier,LEROY KARINE,27/03/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Infirmier,LION PAULETTE,03/10/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Infirmier,OLIVE MARIE HELENE,03/10/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,AL GHOSSAINI NAJIB,12/11/2013,Restauration,€16,,
SANOFI AVENTIS FRANCE,Médecin,BOULYANA MOHAMED,26/06/2014,Repas,€16,,
SANOFI AVENTIS FRANCE,Médecin,CAPELLE MONNOT CLAIRE,17/05/2014,Autre : [Restauration],€103,,
SANOFI AVENTIS FRANCE,Médecin,CAPELLE MONNOT CLAIRE,12/11/2013,Restauration,€16,,
SANOFI AVENTIS FRANCE,Médecin,CAPELLE MONNOT CLAIRE,17/05/2014,Hébergement,€150,,
SANOFI AVENTIS FRANCE,Médecin,CAPELLE MONNOT CLAIRE,26/06/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,DEKLUNDER PIERRE YVES,12/06/2014,Repas,€50,,
SANOFI AVENTIS FRANCE,Médecin,DEKLUNDER PIERRE YVES,03/10/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,DERMESROPIAN JACQUES SIMON,18/02/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Médecin,GRAFF DRUANT CAROLINE,18/02/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Médecin,GRAFF DRUANT CAROLINE,12/11/2013,Restauration,€16,,
SANOFI AVENTIS FRANCE,Médecin,HASSAN RIM,12/11/2013,Restauration,€16,,
SANOFI AVENTIS FRANCE,Médecin,HEIM JACQUES,04/07/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Médecin,HEIM JACQUES,12/09/2013,Restauration,€18,,
SANOFI AVENTIS FRANCE,Médecin,HEIM JACQUES,19/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,HENDRYCKS ANTHONY,19/12/2013,Restauration,€25,,
SANOFI AVENTIS FRANCE,Médecin,IBOUANGA FLORENT,04/07/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Médecin,IBOUANGA FLORENT,13/02/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,IBOUANGA FLORENT,19/12/2013,Restauration,€25,,
SANOFI AVENTIS FRANCE,Médecin,IBOUANGA FLORENT,03/10/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,KARIMO AMER,26/06/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,KHODR ZIAD,25/09/2013,Restauration,€37,,
SANOFI AVENTIS FRANCE,Médecin,KHODR ZIAD,31/01/2014,Repas,€204,,
SANOFI AVENTIS FRANCE,Médecin,KHODR ZIAD,31/01/2014,Hébergement,€149,,
SANOFI AVENTIS FRANCE,Médecin,KHODR ZIAD,25/09/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Médecin,KHODR ZIAD,31/01/2014,Transport,€131,,
SANOFI AVENTIS FRANCE,Médecin,KHODR ZIAD,03/02/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,KHODR ZIAD,04/06/2014,Inscription,€569,,
SANOFI AVENTIS FRANCE,Médecin,MALLEK NIZAR,12/09/2013,Restauration,€18,,
SANOFI AVENTIS FRANCE,Médecin,MARTIN BOUYER FOSTIER VERONIQUE,12/09/2013,Restauration,€18,,
SANOFI AVENTIS FRANCE,Médecin,M BAREK MAJID,04/06/2014,Repas,€18,,
SANOFI AVENTIS FRANCE,Médecin,M BAREK MAJID,15/01/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,MONNOT HENRY,27/03/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,MONNOT HENRY,18/02/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Médecin,MONTREUIL GHISLAIN,12/09/2013,Restauration,€18,,
SANOFI AVENTIS FRANCE,Médecin,MONTREUIL GHISLAIN,04/07/2013,Restauration,€40,,
SANOFI AVENTIS FRANCE,Médecin,MONTREUIL GHISLAIN,19/12/2013,Restauration,€25,,
SANOFI AVENTIS FRANCE,Médecin,MONTREUIL GHISLAIN,12/06/2014,Repas,€50,,
SANOFI AVENTIS FRANCE,Médecin,MONTREUIL GHISLAIN,13/02/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,MONTREUIL GHISLAIN,19/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,MONTREUIL GHISLAIN,03/10/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,NOISETTE LOUIS,03/10/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,NOTTEAU CHRISTIAN,15/01/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Médecin,OUDRISS YOUSSEF,18/06/2014,Repas,€30,,
SANOFI AVENTIS FRANCE,Médecin,RIBEIRO CHRISTOPHE,03/10/2013,Restauration,€52,,
SANOFI AVENTIS FRANCE,Médecin,ROCHE MAQUET VIRGINIE,12/06/2014,Repas,€50,,
SANOFI AVENTIS FRANCE,Médecin,SEKET BELHASSEN,18/02/2014,Repas,€12,,
SANOFI AVENTIS FRANCE,Médecin,VAN HOUCKE GERARD,03/10/2013,Restauration,€54,,
SANOFI AVENTIS FRANCE,Médecin,VAN HOUCKE GERARD,12/06/2014,Repas,€50,,
SANOFI AVENTIS FRANCE,Pharmacien,DEBLOCK JANY,10/10/2013,Restauration,€31,,
SANOFI AVENTIS FRANCE,Pharmacien,FLANDRIN LAURENCE,12/11/2013,Restauration,€16,,
SANOFI AVENTIS FRANCE,Pharmacien,LECLERCQ DEVILLERS FLORENCE,28/11/2013,Transport,€146,,
SANOFI AVENTIS FRANCE,Pharmacien,LECLERCQ DEVILLERS FLORENCE,28/11/2013,Restauration,€128,,
SANOFI AVENTIS FRANCE,Pharmacien,LECLERCQ DEVILLERS FLORENCE,28/11/2013,Hébergement,€200,,
SANOFI AVENTIS FRANCE,Pharmacien,TELLIEZ PHILIPPE,19/02/2014,Repas,€36,,
SANOFI AVENTIS FRANCE,Sage-femme,PARCOIT CELINE,15/01/2014,Repas,€20,,
SANOFI AVENTIS FRANCE,Sage-femme,PARCOIT CELINE,12/03/2014,Repas,€16,,
SANOFI PASTEUR MSD SNC,Médecin,ROCHE MAQUET VIRGINIE,23/05/2014,Repas,€35,,
SANOFI PASTEUR MSD SNC,Sage-femme,MAILLARD AMELIE,10/04/2014,Repas,€23,,
SANTELYS ASSIOCIATION,Diététicien,DUMOULIN AMANDINE,19/02/2014,[REPAS],€30,,
SANTELYS ASSIOCIATION,Diététicien,LORTHIOS BRIGITTE,19/06/2014,[INSCRIPTION],€150,,
SANTELYS ASSIOCIATION,Diététicien,MORENVAL COLETTE,19/02/2014,[REPAS],€30,,
SANTELYS ASSIOCIATION,Infirmier,AZELART JUSTINE,19/02/2014,[REPAS],€30,,
SANTELYS ASSIOCIATION,Infirmier,BARBET STPHANIE,23/03/2013,[TRANSPORT],€540,,
SANTELYS ASSIOCIATION,Infirmier,BARBET STPHANIE,23/03/2013,[INVITATIONS],€350,,
SANTELYS ASSIOCIATION,Infirmier,BARBET STPHANIE,23/03/2013,[HEBERGEMENT],€440,,
SANTELYS ASSIOCIATION,Masseur-kinésithérapeute,DELHAYE RUDY,29/01/2012,[INVITATIONS],€220,,
SANTELYS ASSIOCIATION,Masseur-kinésithérapeute,DELHAYE RUDY,29/01/2012,[TRANSPORT],€336,,
SANTELYS ASSIOCIATION,Masseur-kinésithérapeute,DELHAYE RUDY,29/01/2012,[HEBERGEMENT],€285,,
Smith & Nephew S.A.S.,Infirmier,LEFAIX ELODIE,12/06/2014,REPAS,€20,,
Takeda France,Infirmier,CREPIN Caroline,10/10/2013,REPAS,€27,,
Takeda France,Médecin,DACQUIGNY BAUDE Laetitia,10/10/2013,REPAS,€27,,
Takeda France,Médecin,HUYART Dominique,10/10/2013,REPAS,€27,,
Takeda France,Médecin,LEROY Martine,29/04/2014,REPAS,€30,,
Takeda France,Médecin,MALLEK Nizar,10/10/2013,REPAS,€27,,
Takeda France,Médecin,MESSIER Gilles,06/02/2014,REPAS,€114,,
Takeda France,Médecin,MONNOT Henry,13/03/2014,REPAS,€25,,
Takeda France,Médecin,MONNOT Henry,09/01/2014,REPAS,€23,,
TEVA SANTE SAS,Infirmier,BERNARD MARIE PIERRE,19/06/2014,REPAS,€18,,
TEVA SANTE SAS,Infirmier,LEROY KARINE,05/03/2014,REPAS,€60,,
TEVA SANTE SAS,Médecin,BOILEAU ANTOINE,19/06/2014,REPAS,€18,,
TEVA SANTE SAS,Médecin,CAPELLE CLAIRE,13/05/2014,TRANSPORT,€120,,
TEVA SANTE SAS,Médecin,CAPELLE CLAIRE,22/01/2014,HEBERGEMENT,€194,,
TEVA SANTE SAS,Médecin,CAPELLE CLAIRE,22/01/2014,TRANSPORT,€120,,
TEVA SANTE SAS,Médecin,CAPELLE CLAIRE,19/03/2014,HEBERGEMENT,€113,,
TEVA SANTE SAS,Médecin,CAPELLE CLAIRE,19/03/2014,TRANSPORT,€120,,
TEVA SANTE SAS,Médecin,CAPELLE CLAIRE,22/01/2014,HEBERGEMENT,€194,,
TEVA SANTE SAS,Médecin,CAPELLE CLAIRE,13/05/2014,TRANSPORT,€120,,
TEVA SANTE SAS,Médecin,CAPELLE MONNOT CLAIRE,19/06/2014,REPAS,€18,,
TEVA SANTE SAS,Médecin,CHALTIN MARIE,19/06/2014,REPAS,€18,,
TEVA SANTE SAS,Médecin,GRAFF DRUANT CAROLINE,19/06/2014,REPAS,€18,,
TEVA SANTE SAS,Médecin,GRAFF DRUANT CAROLINE,29/10/2013,REPAS,€47,,
TEVA SANTE SAS,Médecin,GRAFF DRUANT CAROLINE,05/03/2014,REPAS,€60,,
TEVA SANTE SAS,Médecin,HOHNADEL FRANCOISE,05/03/2014,REPAS,€60,,
TEVA SANTE SAS,Médecin,M BAREK MAJID,18/09/2013,HEBERGEMENT,€537,,
TEVA SANTE SAS,Médecin,M BAREK MAJID,18/09/2013,TRANSPORT,€315,,
TEVA SANTE SAS,Médecin,M BAREK MAJID,18/09/2013,REPAS,€120,,
TEVA SANTE SAS,Médecin,M BAREK MAJID,18/09/2013,AUTRE : INSCRIPTION,€750,,
TEVA SANTE SAS,Médecin,MONNOT HENRY,19/06/2014,REPAS,€18,,
TEVA SANTE SAS,Pharmacien,FLANDRIN LAURENCE,05/12/2013,REPAS,€65,,
TORNIER,Médecin,AISSAOUI FETH-ALLAH,20/12/2013,Autre : Invit.Restaurant clients,€43,,
TORNIER,Médecin,AISSAOUI FETH-ALLAH,12/05/2013,Autre : Voyages & déplacements clients,€44,,
TORNIER,Médecin,AISSAOUI FETH-ALLAH,12/05/2013,Autre : Restauration client,€14,,
VIFOR FRANCE SA,Médecin,KOURDANE NAWEL,20/09/2013,REPAS,€25,,
VITALAIRE,Masseur-kinésithérapeute,DELHAYE RUDY,05/05/2014,Repas,€26,,
VITALAIRE,Masseur-kinésithérapeute,MAGNIER CLAUDE,05/05/2014,Repas,€26,,
VITALAIRE,Masseur-kinésithérapeute,REGNIEZ VALERIE,05/05/2014,Repas,€26,,
