3M France,Chirurgien-dentiste,BOMBOY STEPHANIE,22/04/2014,REPAS,€21,,
MUNDIPHARMA,Médecin,MOUHAT CHRISTIAN,21/03/2013,AUTRE : REPAS PROFESSIONNEL,€40,,
MUNDIPHARMA,Médecin,MOUHAT CHRISTIAN,14/02/2013,AUTRE : REPAS PROFESSIONNEL,€40,,
MYLAN SAS,Pharmacien,FLORIN JACQUES,11/12/2013,REPAS,€50,,
MYLAN SAS,Pharmacien,GARIEL EDITH,10/12/2013,REPAS,€38,,
MYLAN SAS,Pharmacien,GILLES JACQUELINE,02/07/2013,REPAS,€24,,
MYLAN SAS,Pharmacien,GILLES JACQUELINE,10/12/2013,REPAS,€38,,
MYLAN SAS,Pharmacien,HANTZ JOCELYNE,11/12/2013,REPAS,€50,,
MYLAN SAS,Pharmacien,MARK DENIS,11/12/2013,REPAS,€50,,
MYLAN SAS,Pharmacien,PROST DAME LAURENCE,07/05/2014,REPAS,€36,,
MYLAN SAS,Pharmacien,PROST DAME LAURENCE,02/07/2013,REPAS,€24,,
MYLAN SAS,Pharmacien,THIRODE MARIE NOELLE,10/12/2013,REPAS,€38,,
MYLAN SAS,Pharmacien,THIRODE MARIE NOËLLE,02/07/2013,REPAS,€24,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,BRENET FRANCINE,11/12/2013,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,CAILLAT VALERIE,07/05/2014,REPAS,€36,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,FAIVRE- PIERRET VALERIE,11/12/2013,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GILLET AURELIE,10/12/2013,REPAS,€38,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GIRARD AMANDINE,07/05/2014,REPAS,€36,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,GRYWNA AURELIA,11/12/2013,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,JACQUES RAPHAELLE,10/12/2013,REPAS,€38,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,LO BELLO ELVIRE,10/12/2013,REPAS,€38,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MARANO SYLVIE,11/12/2013,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PLANCHON SEVERINE,07/05/2014,REPAS,€36,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,ROYER PASCALE,11/12/2013,REPAS,€50,,
MYLAN SAS,Préparateur en pharmacie et préparateur en pharmacie hospitalière,SEPREZ EDDY,10/12/2013,REPAS,€38,,
NOVARTIS PHARMA SAS,Médecin,BROM HUBERT,25/03/2014,Repas,€53,,
NOVARTIS PHARMA SAS,Médecin,BROM HUBERT,16/01/2014,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,BROM HUBERT,15/10/2013,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,BROM HUBERT,01/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,CLUZEAU GERARD,16/01/2014,Repas,€137,,
NOVARTIS PHARMA SAS,Médecin,CLUZEAU GERARD,08/09/2013,Hébergement,€211,,
NOVARTIS PHARMA SAS,Médecin,CLUZEAU GERARD,16/01/2014,Hébergement,€220,,
NOVARTIS PHARMA SAS,Médecin,CLUZEAU GERARD,16/01/2014,Transport,€229,,
NOVARTIS PHARMA SAS,Médecin,CLUZEAU GERARD,08/09/2013,Transport,€176,,
NOVARTIS PHARMA SAS,Médecin,CLUZEAU GERARD,08/09/2013,Repas,€60,,
NOVARTIS PHARMA SAS,Médecin,CLUZEAU GERARD,08/09/2013,Autre : [Inscription Evenement Scientifique],€260,,
NOVARTIS PHARMA SAS,Médecin,CROMBET GEORGES,25/03/2014,Repas,€53,,
NOVARTIS PHARMA SAS,Médecin,CROMBET GEORGES,16/01/2014,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,CROMBET GEORGES,15/10/2013,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,DEMONMEROT LAURENT,16/01/2014,Hébergement,€220,,
NOVARTIS PHARMA SAS,Médecin,DEMONMEROT LAURENT,16/01/2014,Transport,€126,,
NOVARTIS PHARMA SAS,Médecin,DEMONMEROT LAURENT,16/01/2014,Repas,€137,,
NOVARTIS PHARMA SAS,Médecin,ENTRAYGUES HERVE,16/01/2014,Repas,€137,,
NOVARTIS PHARMA SAS,Médecin,ENTRAYGUES HERVE,16/01/2014,Hébergement,€220,,
NOVARTIS PHARMA SAS,Médecin,ENTRAYGUES HERVE,16/01/2014,Transport,€229,,
NOVARTIS PHARMA SAS,Médecin,GIRARD CLAUDON LISBETH,01/10/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,GIRARD CLAUDON LISBETH,19/09/2013,Repas,€25,,
NOVARTIS PHARMA SAS,Médecin,GIRARD CLAUDON LISBETH,21/11/2013,Autre : [Hospitalité Evenement Scientifique],€55,,
NOVARTIS PHARMA SAS,Médecin,LACROIX MICHEL,17/07/2013,Repas,€38,,
NOVARTIS PHARMA SAS,Médecin,LETONDEL PASCAL,25/03/2014,Repas,€53,,
NOVARTIS PHARMA SAS,Médecin,LETONDEL PASCAL,16/01/2014,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,LETONDEL PASCAL,15/10/2013,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,MOUHAT CHRISTIAN,15/10/2013,Repas,€40,,
NOVARTIS PHARMA SAS,Médecin,MOUHAT CHRISTIAN,25/03/2014,Repas,€53,,
NOVARTIS PHARMA SAS,Médecin,MOUHAT CHRISTIAN,16/01/2014,Repas,€40,,
NOVO NORDISK,Médecin,BROM HUBERT,14/11/2013,REPAS,€60,,
NOVO NORDISK,Médecin,BROM HUBERT,02/07/2013,REPAS,€35,,
NOVO NORDISK,Médecin,CROMBET GEORGES,04/03/2014,REPAS,€51,,
NOVO NORDISK,Médecin,GIRARD CLAUDON LISBETH,10/03/2014,REPAS,€30,,
NOVO NORDISK,Médecin,LETONDEL PASCAL,02/07/2013,REPAS,€35,,
NOVO NORDISK,Médecin,LETONDEL PASCAL,04/03/2014,REPAS,€51,,
NOVO NORDISK,Médecin,LETONDEL PASCAL,14/11/2013,REPAS,€60,,
NOVO NORDISK,Médecin,MOUHAT CHRISTIAN,02/07/2013,REPAS,€35,,
OCP REPARTITION,Pharmacien,RENAUD JEAN CHRISTOPHE,16/12/2013,REPAS,€22,,
Otsuka Pharmaceutical France SAS,Médecin,PECON MARION,21/01/2014,REPAS,€60,,
Otsuka Pharmaceutical France SAS,Médecin,PECON MARION,20/03/2014,Repas,€39,,
Otsuka Pharmaceutical France SAS,Médecin,STEULET Daniel,18/11/2013,RESTAURATION,€25,,
Otsuka Pharmaceutical France SAS,Médecin,VUILLEMIN Philippe,18/11/2013,RESTAURATION,€25,,
PAUL HARTMANN SA,Autres types de personne morale,UPP 39,15/10/2013,Repas,€411,,
PAUL HARTMANN SA,Autres types de personne morale,UPP 39,15/10/2013,Autre,€172,,
PFIZER SAS,Médecin,CHARGEBOEUF MICHELINE,06/02/2014,REPAS,€17,,
PFIZER SAS,Médecin,VUILLEMEY MARTINE,11/07/2013,Repas,€60,,
PHADIA SAS,Pharmacien,GIRARD DELPHINE,12/12/2013,FRAIS DE REPAS,€24,,
PHADIA SAS,Pharmacien,PIEDIMONTE ANDREE,06/12/2013,FRAIS DE REPAS,€27,,
PHADIA SAS,Technicien de laboratoire médical,CHITTARO ALINE,06/12/2013,FRAIS DE REPAS,€27,,
PHADIA SAS,Technicien de laboratoire médical,DE VETTOR ISABELLE,06/12/2013,FRAIS DE REPAS,€27,,
PHADIA SAS,Technicien de laboratoire médical,MERCIER BENEDICTE,12/12/2013,FRAIS DE REPAS,€24,,
PHADIA SAS,Technicien de laboratoire médical,ROTH AURELIE,12/12/2013,FRAIS DE REPAS,€24,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,20/05/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,19/11/2013,RESTAURATION,€45,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,28/01/2014,RESTAURATION,€45,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,06/03/2014,RESTAURATION,€45,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,16/11/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,23/10/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,02/10/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,22/05/2014,RESTAURATION,€45,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,04/04/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,07/02/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,BROM HUBERT,25/05/2013,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,CROMBET GEORGES,02/10/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,CROMBET GEORGES,16/11/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,CROMBET GEORGES,07/02/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,CROMBET GEORGES,25/05/2013,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,CROMBET GEORGES,19/03/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,CROMBET GEORGES,20/05/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,CROMBET GEORGES,22/03/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,CROMBET GEORGES,20/05/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,GIRARD CLAUDON LISBETH,21/01/2013,Restauration,€35,,
PIERRE FABRE MEDICAMENT,Médecin,GIRARD CLAUDON LISBETH,25/06/2012,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,GIRARD CLAUDON LISBETH,13/02/2012,Restauration,€34,,
PIERRE FABRE MEDICAMENT,Médecin,GIRARD CLAUDON LISBETH,10/09/2012,Restauration,€27,,
PIERRE FABRE MEDICAMENT,Médecin,LACROIX MICHEL,16/05/2013,Restauration,€31,,
PIERRE FABRE MEDICAMENT,Médecin,LACROIX MICHEL,19/11/2013,RESTAURATION,€33,,
PIERRE FABRE MEDICAMENT,Médecin,LACROIX MICHEL,17/01/2014,RESTAURATION,€44,,
PIERRE FABRE MEDICAMENT,Médecin,LETONDEL PASCAL,02/10/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,LETONDEL PASCAL,16/11/2012,Restauration,€28,,
PIERRE FABRE MEDICAMENT,Médecin,LETONDEL PASCAL,20/05/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,LETONDEL PASCAL,19/03/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,LETONDEL PASCAL,25/05/2013,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,LETONDEL PASCAL,22/03/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,LETONDEL PASCAL,23/10/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,MOUHAT CHRISTIAN,07/02/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,MOUHAT CHRISTIAN,20/05/2014,RESTAURATION,€40,,
PIERRE FABRE MEDICAMENT,Médecin,MOUHAT CHRISTIAN,22/05/2014,RESTAURATION,€45,,
PIERRE FABRE MEDICAMENT,Médecin,MOUHAT CHRISTIAN,23/10/2012,Restauration,€40,,
PIERRE FABRE MEDICAMENT,Médecin,MOUHAT CHRISTIAN,02/10/2012,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,MOUHAT CHRISTIAN,22/03/2012,Restauration,€50,,
PIERRE FABRE MEDICAMENT,Médecin,MOUHAT CHRISTIAN,19/03/2012,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,MOUHAT CHRISTIAN,25/05/2013,Restauration,€39,,
PIERRE FABRE MEDICAMENT,Médecin,PARIS DIDIER,09/10/2012,Restauration,€12,,
PIERRE FABRE MEDICAMENT,Médecin,RICHARD DELHOMME HELENE,24/05/2012,Restauration,€21,,
PIERRE FABRE MEDICAMENT,Médecin,RICHARD DELHOMME HELENE,30/05/2013,Restauration,€29,,
PIERRE FABRE MEDICAMENT,Médecin,SALAZAR LUIS ORLANDO,22/03/2012,Restauration,€82,,
PIERRE FABRE MEDICAMENT,Médecin,TERRIER PIERRE,04/04/2013,Restauration,€45,,
PIERRE FABRE MEDICAMENT,Médecin,TERRIER PIERRE,24/10/2013,RESTAURATION,€33,,
PIERRE FABRE MEDICAMENT,Pharmacien,HANTZ JOCELYNE,19/05/2014,HOSPITALITE SITES PIERRE FABRE,€126,,
PIERRE FABRE MEDICAMENT,Pharmacien,HANTZ JOCELYNE,19/05/2014,RESTAURATION,€35,,
PIERRE FABRE MEDICAMENT,Pharmacien,MAITRE MATHILDE,10/12/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Pharmacien,RICHARD BERNADETTE,10/12/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MONNIER ELISABETH,10/12/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,MUZIC NATHALIE,10/12/2012,Restauration,€13,,
PIERRE FABRE MEDICAMENT,Préparateur en pharmacie et préparateur en pharmacie hospitalière,PAILLARD EDWIGE,10/12/2012,Restauration,€13,,
Prodition,Audioprothésiste,BONNARD GREGORY,24/04/2014,Repas,€34,,
PROFIL ORTHOPEDIE,Médecin,VOYEMANT DIDIER,30/11/2013,repas,€61,,
PROFIL ORTHOPEDIE,Médecin,VOYEMANT DIDIER,28/08/2013,repas,€24,,
PROTHEOS SA,Médecin,NEUVIALE CHRISTIAN,18/12/2013,REPAS,€35,,
PROTHEOS SA,Médecin,NEUVIALE CHRISTIAN,14/01/2014,REPAS,€29,,
PROTHEOS SA,Médecin,NEUVIALE CHRISTIAN,11/11/2013,HOSPITALITE,€384,,
PROTHEOS SA,Médecin,VOYEMANT DIDIER,11/03/2014,REPAS,€21,,
RESEARCH NOW SAS,Médecin,Moraru Luciana Luiza,28/10/2013,enquête,€19,,
RESMED SAS,Médecin,CHEMELLE JEAN-PIERRE,25/04/2014,Repas,€25,,
RESMED SAS,Médecin,DUBOUIS JEAN PHILIPPE,08/02/2014,hébergement,€228,,
RESMED SAS,Médecin,DUBOUIS JEAN PHILIPPE,08/02/2014,Repas,€60,,
RESMED SAS,Médecin,DUBOUIS JEAN PHILIPPE,08/02/2014,Transport,€133,,
RESMED SAS,Médecin,DUBOUIS JEAN PHILIPPE,08/02/2014,Hospitalité,€118,,
ROCHE DIAGNOSTICS FRANCE,Technicien de laboratoire médical,BOUYER PATRICE,18/10/2013,REPAS,€53,,
ROCHE SAS,Infirmier,DEFLANDRE BENEDICTE,19/03/2014,Repas,€47,,
ROCHE SAS,Médecin,CHARGEBOEUF MICHELINE,06/09/2013,Repas,€16,,
ROCHE SAS,Médecin,CHARGEBOEUF MICHELINE,20/06/2014,Repas,€55,,
ROCHE SAS,Médecin,CHARGEBOEUF MICHELINE,30/10/2013,Repas,€23,,
ROCHE SAS,Médecin,CHARGEBOEUF MICHELINE,07/02/2014,Repas,€60,,
Rodenstock France,Opticien-lunetier,FRANCOIS FREDERIC,12/02/2014,REPAS,€67,,
ROTTAPHARM SAS,Médecin,CROMBET GEORGES,21/06/2012,Hébergement,€105,,
ROTTAPHARM SAS,Médecin,CROMBET GEORGES,21/06/2012,Transport,€166,,
SANDOZ,Médecin,THERET CLAIRE,19/09/2013,HÉBERGEMENT,€920,,
SANDOZ,Médecin,THERET CLAIRE,19/09/2013,INSCRIPTION,€680,,
SANDOZ,Médecin,THERET CLAIRE,13/01/2014,TRANSPORT,€164,,
SANDOZ,Médecin,THERET CLAIRE,13/01/2014,HEBERGEMENT,€298,,
SANDOZ,Médecin,THERET CLAIRE,13/01/2014,INSCRIPTION,€160,,
SANDOZ,Médecin,THERET CLAIRE,19/09/2013,TRANSPORT,€675,,
SANDOZ,Médecin,THERET CLAIRE,19/09/2013,REPAS,€250,,
SANOFI AVENTIS FRANCE,Infirmier,BAUD ANNICK,12/06/2014,Repas,€42,,
SANOFI AVENTIS FRANCE,Infirmier,BERTHOD CLAUDINE,12/06/2014,Repas,€42,,
SANOFI AVENTIS FRANCE,Infirmier,BOURGEOIS EMMANUEL,12/06/2014,Repas,€42,,
SANOFI AVENTIS FRANCE,Infirmier,CLIMONET CATHERINE,12/06/2014,Repas,€42,,
SANOFI AVENTIS FRANCE,Infirmier,HELIER DOMINIQUE,12/06/2014,Repas,€42,,
SANOFI AVENTIS FRANCE,Infirmier,JOLY ANOUK,12/06/2014,Repas,€42,,
SANOFI AVENTIS FRANCE,Infirmier,PESME FRANCOISE,12/06/2014,Repas,€42,,
SANOFI AVENTIS FRANCE,Infirmier,VARCIN ELODIE,12/06/2014,Repas,€42,,
SANOFI AVENTIS FRANCE,Médecin,BROM HUBERT,19/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,BROM HUBERT,30/01/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,CROMBET GEORGES,30/01/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,GUICHARD JEAN MICHEL,08/10/2013,Restauration,€23,,
SANOFI AVENTIS FRANCE,Médecin,GUICHARD JEAN MICHEL,03/02/2014,Repas,€29,,
SANOFI AVENTIS FRANCE,Médecin,LETONDEL PASCAL,19/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,LETONDEL PASCAL,30/01/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,MOUHAT CHRISTIAN,15/04/2014,Repas,€54,,
SANOFI AVENTIS FRANCE,Médecin,MOUHAT CHRISTIAN,30/01/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Médecin,MOUHAT CHRISTIAN,19/06/2014,Repas,€40,,
SANOFI AVENTIS FRANCE,Pharmacien,PAUTOT SEBASTIEN,12/06/2014,Repas,€42,,
SANOFI AVENTIS FRANCE,Pharmacien,VUILLEMIN ISABELLE,12/06/2014,Repas,€42,,
SANOFI PASTEUR MSD SNC,Médecin,BURDEYRON ROZIER DANIELE,23/01/2014,Repas,€14,,
SEPTODONT SAS,Chirurgien-dentiste,PITHON Hervé,04/12/2012,Cadeaux,€144,,
SEPTODONT SAS,Chirurgien-dentiste,SASSARD DOMINIQUE,25/10/2012,Cadeaux,€144,,
SEPTODONT SAS,Chirurgien-dentiste,SASSARD DOMINIQUE,30/08/2012,Cadeaux,€144,,
SEPTODONT SAS,Chirurgien-dentiste,SASSARD Dominique,19/04/2013,Cadeaux,€144,,
SIEMENS AUDIOLOGIE,Audioprothésiste,GANDELIN JEAN MARIE,31/01/2014,AUTRE : [BOISSON],€21,,
Smith & Nephew S.A.S.,Médecin,LECLERC JEROME,13/06/2014,REPAS,€45,,
Smith & Nephew S.A.S.,Médecin,LECLERC JEROME,13/06/2014,HEBERGEMENT,€185,,
Smith & Nephew S.A.S.,Médecin,LECLERC JEROME,13/06/2014,REPAS,€60,,
Smith & Nephew S.A.S.,Médecin,LECLERC JEROME,13/06/2014,TRANSPORT,€75,,
Smith & Nephew S.A.S.,Médecin,LECLERC JEROME,13/06/2014,TRANSPORT,€252,,
Smith & Nephew S.A.S.,Médecin,LECLERC JEROME,13/06/2014,REPAS,€20,,
SORIN GROUP FRANCE,Médecin,Bois Grosse Marcelle,15/01/2014,TRANSPORT,€217,,
SORIN GROUP FRANCE,Médecin,Bois Grosse Marcelle,15/01/2014,HEBERGEMENT,€500,,
SORIN GROUP FRANCE,Médecin,Bois Grosse Marcelle,15/01/2014,AUTRE: [FRAIS],€128,,
SORIN GROUP FRANCE,Médecin,Bois Grosse Marcelle,15/01/2014,TRANSPORT,€217,,
SORIN GROUP FRANCE,Médecin,BOIS-GROSSE MARCELLE,11/04/2014,Transport,€289,,
SORIN GROUP FRANCE,Médecin,BOIS-GROSSE MARCELLE,11/04/2014,Hebergement,€210,,
SORIN GROUP FRANCE,Médecin,BOIS-GROSSE MARCELLE,11/04/2014,REPAS,€34,,
SORIN GROUP FRANCE,Médecin,Bouhadjar Abdelaziz Mohamed,27/01/2014,TRANSPORT,€211,,
SORIN GROUP FRANCE,Médecin,Bouhadjar Abdelaziz Mohamed,27/01/2014,HEBERGEMENT,€805,,
SORIN GROUP FRANCE,Médecin,CHERMI ILYES,18/04/2014,Repas,€49,,
SORIN GROUP FRANCE,Médecin,CHERMI ILYES,30/10/2013,Repas,€40,,
STARKEY FRANCE,Audioprothésiste,BONNARD GREGORY,27/02/2014,REPAS,€22,,
St Jude Medical France SAS,Médecin,FOURNERET GERARD,22/05/2014,Repas,€51,,
TEVA SANTE SAS,Médecin,BROM HUBERT,17/10/2013,REPAS,€60,,
TEVA SANTE SAS,Médecin,BROM HUBERT,10/04/2014,REPAS,€50,,
TEVA SANTE SAS,Médecin,BROM HUBERT,06/03/2014,REPAS,€60,,
TEVA SANTE SAS,Médecin,BROM HUBERT,17/06/2014,REPAS,€45,,
TEVA SANTE SAS,Médecin,BROM HUBERT,03/10/2013,REPAS,€45,,
TEVA SANTE SAS,Médecin,CROMBET GEORGES,17/10/2013,REPAS,€60,,
TEVA SANTE SAS,Médecin,CROMBET GEORGES,10/04/2014,REPAS,€50,,
TEVA SANTE SAS,Médecin,CROMBET GEORGES,27/03/2014,REPAS,€52,,
TEVA SANTE SAS,Médecin,CROMBET GEORGES,06/03/2014,REPAS,€60,,
TEVA SANTE SAS,Médecin,GIRARD CLAUDON LISBETH,12/06/2014,REPAS,€40,,
TEVA SANTE SAS,Médecin,GIRARD CLAUDON LISBETH,23/09/2013,REPAS,€39,,
TEVA SANTE SAS,Médecin,GIRARD CLAUDON LISBETH,24/03/2014,REPAS,€40,,
TEVA SANTE SAS,Médecin,LETONDEL PASCAL,17/10/2013,REPAS,€60,,
TEVA SANTE SAS,Médecin,LETONDEL PASCAL,03/10/2013,REPAS,€45,,
TEVA SANTE SAS,Médecin,LETONDEL PASCAL,06/03/2014,REPAS,€60,,
TEVA SANTE SAS,Médecin,LETONDEL PASCAL,10/04/2014,REPAS,€50,,
TEVA SANTE SAS,Médecin,LETONDEL PASCAL,17/06/2014,REPAS,€45,,
TEVA SANTE SAS,Médecin,MOUHAT CHRISTIAN,10/04/2014,REPAS,€50,,
TEVA SANTE SAS,Médecin,MOUHAT CHRISTIAN,17/06/2014,REPAS,€45,,
TEVA SANTE SAS,Médecin,MOUHAT CHRISTIAN,17/10/2013,REPAS,€60,,
TEVA SANTE SAS,Médecin,PARIS DIDIER,23/09/2013,REPAS,€39,,
TEVA SANTE SAS,Médecin,PARIS DIDIER,12/06/2014,REPAS,€40,,
THERABEL LUCIEN PHARMA,Médecin,BROM HUBERT,02/04/2013,REPAS,€48,,
THERABEL LUCIEN PHARMA,Médecin,BROM HUBERT,02/04/2013,REPAS,€48,,
THERABEL LUCIEN PHARMA,Médecin,CROMBET GEORGES,02/04/2013,REPAS,€48,,
THERABEL LUCIEN PHARMA,Médecin,CROMBET GEORGES,02/04/2013,REPAS,€48,,
THERABEL LUCIEN PHARMA,Médecin,MOUHAT CHRISTIAN,02/04/2013,REPAS,€48,,
THERABEL LUCIEN PHARMA,Médecin,MOUHAT CHRISTIAN,02/04/2013,REPAS,€48,,
VITALAIRE,Infirmier,LACROIX JULIE,23/05/2014,Transport,€134,,
VITALAIRE,Infirmier,LACROIX JULIE,23/05/2014,Repas,€50,,
VITALAIRE,Infirmier,LEESTIEVENT MARIE-France,21/11/2013,RESTAURATION,€60,,
VITALAIRE,Infirmier,LESTIEVENT MARIE France,21/11/2013,HEBERGEMENT,€138,,
VITALAIRE,Infirmier,LESTIEVENT MARIE FRANCE,22/11/2013,RESTAURATION,€24,,
VITALAIRE,Infirmier,LESTIEVENT MARIE France,21/11/2013,INSCRIPTION,€160,,
VITALAIRE,Infirmier,LESTIEVENT MARIE France,20/11/2013,TRANSPORT,€93,,
VITALAIRE,Infirmier,LESTIEVENT MARIE France,20/11/2013,HEBERGEMENT,€138,,
VITALAIRE,Infirmier,LESTIEVENT MARIE France,20/11/2013,RESTAURATION,€18,,
VITALAIRE,Infirmier,LESTIEVENT MARIE France,22/11/2013,TRANSPORT,€93,,
VITALAIRE,Infirmier,PERRET ALINE,23/05/2014,Transport,€134,,
VITALAIRE,Infirmier,PERRET ALINE,23/05/2014,Repas,€50,,
VITALAIRE,Infirmier,PERRET MARIE PIERRE,23/11/2012,TRANSPORT,€607,,
VITALAIRE,Infirmier,PERRET MARIE PIERRE,22/11/2012,INSCRIPTION,€145,,
VITALAIRE,Infirmier,PERRET MARIE PIERRE,22/11/2012,HEBERGEMENT,€230,,
VITALAIRE,Médecin,DUBOUIS JEAN PHILIPPE,20/11/2013,HEBERGEMENT,€138,,
VITALAIRE,Médecin,DUBOUIS JEAN PHILIPPE,23/11/2013,TRANSPORT,€283,,
VITALAIRE,Médecin,DUBOUIS JEAN PHILIPPE,22/11/2013,RESTAURATION,€50,,
VITALAIRE,Médecin,DUBOUIS JEAN PHILIPPE,21/11/2013,HEBERGEMENT,€138,,
VITALAIRE,Médecin,DUBOUIS JEAN PHILIPPE,22/11/2013,RESTAURATION,€24,,
VITALAIRE,Médecin,DUBOUIS JEAN PHILIPPE,20/11/2013,RESTAURATION,€18,,
VITALAIRE,Médecin,DUBOUIS JEAN PHILIPPE,21/11/2013,INSCRIPTION,€340,,
WIDEX,Audioprothésiste,GANDELIN Jean-Marie,01/07/2013,Invitations,€29,,
