3M France,Chirurgien-dentiste,MOTHERON JEAN MARIE,15/05/2014,REPAS,€22,,
SANOFI PASTEUR MSD SNC,Médecin,POULLEAU ANNABELLE,11/04/2014,Repas,€35,,
SANOFI PASTEUR MSD SNC,Médecin,SANTACRUZ CRISTINA,11/04/2014,Repas,€35,,
SANOFI PASTEUR MSD SNC,Médecin,STOERI MATHILDE,11/12/2013,Autre : [Inscription],€590,,
SANOFI PASTEUR MSD SNC,Médecin,STOEV IVAN,19/02/2014,Repas,€24,,
SANOFI PASTEUR MSD SNC,Médecin,STOEV IVAN,27/11/2013,Repas,€29,,
SANOFI PASTEUR MSD SNC,Sage-femme,BAUDIN HELENE,11/04/2014,Repas,€35,,
SANOFI PASTEUR MSD SNC,Sage-femme,GAULT ELISABETH,11/04/2014,Repas,€35,,
SANOFI PASTEUR MSD SNC,Sage-femme,HASLE CELINE,11/04/2014,Repas,€35,,
SANOFI PASTEUR MSD SNC,Sage-femme,LUCEREAU KEVIN,11/04/2014,Repas,€35,,
SANOFI PASTEUR MSD SNC,Sage-femme,POITRENAUD BONVALET NADINE,11/04/2014,Repas,€35,,
SEPTODONT SAS,Chirurgien-dentiste,MEUNIER CHRISTIAN,31/05/2012,Cadeaux,€144,,
SEPTODONT SAS,Chirurgien-dentiste,PIGEON-BRANCHU Martine,17/01/2013,Cadeaux,€70,,
SHIRE France S.A.,Etudiant,TEIXERA NOEMIE,07/03/2014,Repas,€23,,
SHIRE France S.A.,Médecin,ABDESLEM AMIR,07/03/2014,Repas,€23,,
SHIRE France S.A.,Médecin,MOTTAZ YANN,07/03/2014,Repas,€23,,
SHIRE France S.A.,Médecin,YAOUANC VIRGINIE,07/03/2014,Repas,€23,,
SIEMENS SAS,Médecin,BELHIBA CHRISTINE,11/02/2014,TRANSPORT+HEBERGEMENT,€274,,
SIEMENS SAS,Médecin,PROUST FRANCIS,11/02/2014,TRANSPORT+HEBERGEMENT,€274,,
STALLERGENES SA,Médecin,BENSIGNOR LUCILLE,26/09/2013,INSCRIPTION,€400,,
STALLERGENES SA,Médecin,BENSIGNOR LUCILLE,26/09/2013,HOSPITALITE,€699,,
Takeda France,Médecin,BENSIGNOR Lucile,03/10/2013,REPAS,€60,,
Takeda France,Médecin,BON SAINT COME Jean,01/04/2014,REPAS,€56,,
Takeda France,Médecin,HOURIE Saad,14/04/2014,REPAS,€26,,
Takeda France,Médecin,HOURIE Saad,18/02/2014,REPAS,€60,,
Takeda France,Médecin,SANTACRUZ Cristina,01/04/2014,REPAS,€56,,
Takeda France,Pharmacien,COLLIN DORCA Aurelien,20/03/2014,REPAS,€19,,
Takeda France,Pharmacien,JAMET Didier,20/03/2014,REPAS,€19,,
Takeda France,Pharmacien,JAMET STUDER Estelle,20/03/2014,REPAS,€19,,
TEVA SANTE SAS,Médecin,ANDROLOV HRISTO,20/04/2014,REPAS,€45,,
TEVA SANTE SAS,Médecin,AUZARY FABIENNE,17/03/2014,REPAS,€19,,
TEVA SANTE SAS,Médecin,BENSIGNOR LUCILE,20/04/2014,REPAS,€45,,
TEVA SANTE SAS,Médecin,BON SAINT COME JEAN,20/04/2014,REPAS,€45,,
TEVA SANTE SAS,Médecin,GRILLAULT LAROCHE FRANCOIS,20/04/2014,REPAS,€45,,
TEVA SANTE SAS,Médecin,HOOLOOMANN MODUN RESHMAH,05/06/2014,REPAS,€32,,
TEVA SANTE SAS,Médecin,HUTTEAU PHILIPPE,12/03/2014,REPAS,€37,,
TEVA SANTE SAS,Médecin,LECHE JOSETTE,11/02/2014,REPAS,€59,,
TEVA SANTE SAS,Médecin,MICHEAUX JEAN PIERRE,20/04/2014,REPAS,€45,,
TEVA SANTE SAS,Médecin,MICHEAUX JEAN PIERRE,20/01/2014,REPAS,€27,,
TEVA SANTE SAS,Médecin,NINAT SANDRINE,20/04/2014,REPAS,€45,,
TEVA SANTE SAS,Médecin,NINAT SANDRINE,17/03/2014,REPAS,€19,,
TEVA SANTE SAS,Médecin,NINAT SANDRINE,04/12/2013,REPAS,€37,,
TEVA SANTE SAS,Médecin,NINAT SANDRINE,05/06/2014,REPAS,€32,,
TEVA SANTE SAS,Médecin,NINAT SANDRINE,23/04/2014,REPAS,€31,,
TEVA SANTE SAS,Médecin,NOURRAIN GERARD,20/04/2014,REPAS,€45,,
TEVA SANTE SAS,Médecin,STOEV IVAN,20/04/2014,REPAS,€45,,
TEVA SANTE SAS,Pharmacien,EL OUALI MOHAMED,04/12/2013,REPAS,€37,,
TEVA SANTE SAS,Pharmacien,EL OUALI MOHAMED,26/02/2014,REPAS,€27,,
TEVA SANTE SAS,Pharmacien,EL OUALI MOHAMED,02/04/2014,REPAS,€21,,
TEVA SANTE SAS,Pharmacien,EL OUALI MOHAMED,22/11/2013,REPAS,€26,,
TEVA SANTE SAS,Pharmacien,MASSON EL OUALI MARIE,02/04/2014,REPAS,€21,,
TORNIER,Médecin,AUBAULT Mathieu,31/03/2014,Autre : Invit.Restaurant clients,€17,,
TORNIER,Médecin,AUBAULT Mathieu,30/11/2013,Autre : Invit.Restaurant clients,€10,,
TRB CHEMEDICA,Médecin,CRESTE LAURENT,03/10/2013,REPAS,€107,,
TRB CHEMEDICA,Médecin,CRESTE LAURENT,19/06/2014,REPAS,€28,,
UCB Pharma SA,Médecin,LECHE JOSETTE,09/04/2014,Repas,€55,,
UCB Pharma SA,Médecin,LECHE JOSETTE,11/01/2014,Repas,€62,,
Zambon France,Médecin,BERRAGUAS LEONARD ANNE,20/06/2014,Repas,€15,,
Zambon France,Médecin,GILLOT JEAN,04/06/2014,Repas,€44,,
Zambon France,Médecin,NINAT SANDRINE,24/03/2014,Repas,€15,,
Zambon France,Médecin,NINAT SANDRINE,20/06/2014,Repas,€15,,
Zambon France,Médecin,VARDI ADAM,20/09/2013,Repas,€213,,
Zambon France,Médecin,VARDI ADAM,20/09/2013,Hébergement,€240,,
Zambon France,Médecin,VARDI ADAM,20/09/2013,Transport,€615,,
Zambon France,Pharmacien,EL OUALI MOHAMED,20/06/2014,Repas,€15,,
Zambon France,Pharmacien,MASSON EL OUALI MARIE,20/06/2014,Repas,€15,,
Zimmer Dental SAS,Chirurgien-dentiste,CISTI JACQUES,23/01/2014,repas,€25,,
Zimmer Dental SAS,Chirurgien-dentiste,Jacques Cisti,26/09/2013,REPAS,€20,,
